Ticker,Name,EBIT/Tot Int Exp:2024,EBIT/Tot Int Exp:2023,EBIT/Tot Int Exp:2022,EBIT/Tot Int Exp:2021,EBIT/Tot Int Exp:2020C,EBIT/Tot Int Exp:2019,EBIT/Tot Int Exp:2018,EBIT/Tot Int Exp:2017,EBIT/Tot Int Exp:2016
TLFX US Equity,TELEFIX COMMUNICATIONS HOLDI, , , , , , , , , 
TEP FP Equity,TELEPERFORMANCE,4.1577,6.6093,10.2268,11.5867,7.0253,6.3367,9.3269,7.2449,14.125
TLT1V FH Equity,TELESTE OYJ,-2.7365,-0.3209,-8.2842,39.6045,12.7932,4.2377,23.826,-18.1031,42.0296
TKOI US Equity,TELKONET INC, , ,-52.9323,-105.407, , , , , 
TELO CN Equity,TELO GENOMICS CORP, , , , ,-49.4012,-50.9661, , , 
TLS US Equity,TELOS CORPORATION,-86.7593,-51.2913,-61.6133,-53.3642,0.0409,0.673,1.2419,0.0619,0.3865
TIXT CN Equity,TELUS INTERNATIONAL CDA INC,0.3768,1.2708,6.9268,4.2045,2.663,3.1433, , , 
TEMN SW Equity,TEMENOS AG - REG,11.4752,7.8718,7.4978,10.4767,8.2323,9.8387,15.8334,13.836,11.4743
TMPOQ US Equity,TEMPO AUTOMATION HOLDINGS IN, , ,-5.8726,-9.038, , , , , 
TEM US Equity,TEMPUS AI INC,-12.8806,-4.1836,-12.124, , , , , , 
TENB US Equity,TENABLE HOLDINGS INC,-0.2148,-1.6644,-3.569,-6.0568, , , , , 
TENEO SS Equity,TENEO AI AB,-3.9007,-4.6508,-2.8121,-2.516,-1.4587, ,-39.9481,-42.0381,1.3447
PKK CN Equity,TENET FINTECH GROUP INC, ,-74.6718,-317.8787,-325.5142,-7.4695,-0.388,-3.3355,-38.448,-20.3514
TDC US Equity,TERADATA CORP,7.2069,6.2,4.9167,8.8846,0.5926,0.3846,1.9545,4.5333,19.3333
TER US Equity,TERADYNE INC,165.5389,131.6521,223.6996,67.3805,38.3925,24.9124,15.1523,24.2507,-16.5012
TERN LN Equity,TERN PLC, , , ,23.0693, , , ,-8166.0288,322.7349
TERRNTB SS Equity,TERRANET AB,-9.4182,-7.0004,-7.715,-13.3125,-8.7658,-9.808,-61717,-454.5814, 
TXN US Equity,TEXAS INSTRUMENTS INC,10.7579,20.7677,47.3832,48.6957,31.0211,33.6647,53.704,77.9872,60.6875
TPG GR Equity,THE PLATFORM GROUP AG,4.8403,6.0586,-3.8023,-0.3546,3.0391,2.8084,1.7898,1.2071, 
THNC CN Equity,THINKIFIC LABS INC, , , , , , , , , 
THPHF US Equity,THINKPATH INC, , , , ,-1.8802, , , , 
THRU LN Equity,THRUVISION GROUP PLC,-48.3226,-79.2,-94.6,-115.619,-69.8846, ,-3.4512,-2255.375,-4458.5
TZUP US Equity,THUMZUP MEDIA CORP,-56.015,-34.2734,-46.8051, , , , , , 
TIA LN Equity,TIALIS ESSENTIAL IT PLC.,-8.2593,-2.1408,0.4824,-0.2424,-11.9091,-5.3647,-84.479,-47.5149,-12.3247
TBX0 GR Equity,TICK TRADING SOFTWARE AG, ,19987.3262,614.3068,17201.0117,1346.3434,14947.5664,526.5602,536.9655,7737.5879
TIETO FH Equity,TIETOEVRY OYJ,2.8916,3.7452,7.3955,11.3274,4.0901,7.3295,34.6279,37.75,33.561
TPGR SS Equity,TIME PEOPLE GROUP AB,-4.6937,50.2846,936.1539,573.7727,1194.1818,931.05,42715.0195,9323.0361,2201.8638
TNXT IM Equity,TINEXTA SPA,3.1667,6.1368,18.1098,24.8421,29.8195,22.0926,32.5068,22.715,14.7111
TIOG US Equity,TINGO GROUP INC, , ,-15.7227, ,-2.2218,-9.9716, , , 
TMNA US Equity,TINGO INC, , , , , ,-46.4782, , , 
TTD/H CN Equity,TINKERINE STUDIOS LTD, , ,-0.8902,-3.3473,-28.3056,-42.5613,-43.5664, ,-92.0821
TINY CN Equity,TINY LTD,-1.4434,-2.1372,9.6583,-0.6245,-1.6786,1.1994, , , 
TITAN NA Equity,TITAN,-608,-2671.5,-85.7838,6.2,3.697,-64.6667,14.1111,-304.1429,9.8125
TLDE US Equity,TLD3 ENTERTAINMENT GROUP INC, , , , , , , , , 
TMMI US Equity,TMM INC, , , , , , , , , 
TPPM US Equity,TMPOS INC, , , , , , , , , 
TOBII SS Equity,TOBII AB,-2.0556,-11.6667,-10.9167,-4.2,-20.0833,-6.2094,-1005.5,-231.125,-670
TGGL CN Equity,TOGGLE3D.AI INC, , , , , , , , , 
TOM2 NA Equity,TOMTOM NV,-10.9439,-10.2658,-82.5131,-54.3071,-147.091,-101.0311,1.9911,-123.2279,5.7159
TOI CN Equity,TOPICUS.COM INC-SUB VOTING,9.0807,8.0873,12.515,10.5976,14.2813, , , , 
TLX/P CN Equity,TORCHLIGHT INNOVATIONS INC, , , , , , , , , 
TTZ CN Equity,TOTAL TELCOM INC,54.1374,74.902,25.1606,10.8702,16.0209, , , , 
THP CN Equity,TOTALLY HIP TECHNOLOGIES INC,2.9032,-20.5233,-8.6528,-56.9576,-12.4486,-12.4486,-45.3618,-1.5839, 
TGHI US Equity,TOUCHPOINT GROUP HOLDINGS, , , ,-4.2213,-13.7931,-42.6322,-32.6028,-6.5976,-2.9789
TST LN Equity,TOUCHSTAR PLC,24.7692,66.5556,27.375,11.35,1.1471,-32.16,-329,-350.3636,22.3
TOUCH SS Equity,TOUCHTECH AB, ,70.6387,-98.6243,-16.1361,-15.4022,-14.3766,-43.7558,-40.0545,-58.318
MLPSH FP Equity,TPSH, , , , , , , , , 
TPTW US Equity,TPT GLOBAL TECH INC, , , , ,-2.0492, , , , 
TPX LN Equity,TPXIMPACT HOLDINGS PLC,-11.9003,-17.9858,4.6984,-4.4752,-15.6508,-116.2143, , , 
TRCK US Equity,TRACK GROUP INC,-0.9309,-0.7875,-1.0545,2.1504,1.1023,0.485,-0.5496,-1.7272,-2.0002
TRCS LN Equity,TRACSIS PLC,7.0584,74.0306,33.2143,69.6757,55.9873,318.8571,314.2222,124.1053,110.7838
TRAK LN Equity,TRAKM8 HOLDINGS PLC,-0.7314,-0.8877,0.6953,-2.6679,-3.1029,-14.3476,2.9101,5.2107,29.1718
TNLX US Equity,TRANS-LUX CORP, , , , , , , , , 
TACT US Equity,TRANSACT TECHNOLOGIES INC,-11.2609,18.4065,-36.9087,-59.7261,-62.8692,12.25,250.3333,206.4848,157.5758
EGR FP Equity,TRANSITION EVERGREEN, ,-5.822,19.9908,20.4462, , ,-9.069,-33.2581,13.6786
TRANS SS Equity,TRANSTEMA GROUP AB,0.532,1.2305,6.0109,13.3456,2.7077,2.9327,8.5765,3.9941, 
TXCCQ US Equity,TRANSWITCH CORP, , , , ,-134.379, , , , 
TGL US Equity,TREASURE GLOBAL INC,-13.9957,-7.3897,-6.327,-18.889, , , , , 
TRUE CN Equity,TREATMENT.COM AI INC, , , , , , , , , 
TRLS LN Equity,TRELLUS HEALTH PLC, , , , , , , , , 
TRD LN Equity,TRIAD GROUP PLC,-25.0588,0.7955,29.9459,13.451,-568,1019,419.75,386.75,122.5
TRB LN Equity,TRIBAL GROUP PLC,6.4857,7.8711,2.8959,125.4,67.1905,-566.25,354.6154,42.8391,0.1703
TRBE CN Equity,TRIBE PROPERTY TECHNOLOGIES,-3.7631,-21.9055,-14.1487,-8.6562, , , , , 
TRIFOR DC Equity,TRIFORK GROUP AG,1.3764,5.5141,13.1665,23.0466,4.4937,8.9706,9.3813,8.5957,11.479
TMXN US Equity,TRIMAX CORP, , , , , , , , , 
TMOL US Equity,TRIMOL GROUP INC, , , , , , , , , 
TRT US Equity,TRIO-TECH INTERNATIONAL,14.1948,21.219,19.2869,-0.4841,-4.1174,2.489,9.3906,7.3713,7.1569
TRIONA SS Equity,TRIONA AB,3.9,13.4675,19.1462,113.2917,131.8367,96.1136,66.8152,145.2941,457.4643
TPPPF US Equity,TRIPLE P N.V., , , , , , , , , 
KETA CN Equity,TRIPSITTER CLINIC LTD, , , , , , , , , 
TBRG US Equity,TRUBRIDGE INC,0.3979,-3.578,3.425,7.8187,5.9107,3.6724,3.2839,-0.6223,2.1751
TRUEB SS Equity,TRUECALLER AB-B,309.7207,66.1447,48.6539,45.7002,-455.7658,-192.4258,-47.1238, , 
TTT CN Equity,TRUTRACE TECHNOLOGIES INC, , ,-108.9528,-34.0782, , , , , 
TTEC US Equity,TTEC HOLDINGS INC,-2.058,1.5069,4.6731,17.5381,11.704,6.4725,3.2104,7.3168,6.6413
TTMI US Equity,TTM TECHNOLOGIES,2.4422,0.8793,4.6226,2.7706,0.384,1.3355,2.0148,3.9475,2.282
TUR GR Equity,TURBON AG,4.1747,5.5395,23.5971,6.0774,-0.6349,-13.1733,-6.1414,-1.7505,7.7965
TTGI CN Equity,TURNIUM TECHNOLOGY GROUP INC,-3.8828,-6.3003,-4.143,-9.3408, , , , , 
TBCH US Equity,TURTLE BEACH CORP,2.4825,-32.625,-42.1967,53.3446,105.2827,11.2239,10.1295,0.6061,-10.4339
TWLO US Equity,TWILIO INC - A, , , , , , , , , 
ALTXC FP Equity,TXCOM, , , , , , , , , 
TXT IM Equity,TXT E-SOLUTIONS SPA,6.8684,8.2295,18.7709,54.3063,19.0347,12.0986,16.2482,1106.7738,2632.063
TYL US Equity,TYLER TECHNOLOGIES INC,50.5018,9.2487, , , , , , , 
UBXN SW Equity,U-BLOX HOLDING AG,-68.9816,-1.9584,85.3378,9.287,-24.202,8.669,25.1904,56.5474,59.3005
UBQU US Equity,UBIQUITECH SOFTWARE CORP, , , , , , , , , 
UI US Equity,UBIQUITI INC, , , , , , , , , 
UBYH US Equity,UBUYHOLDINGS INC, , , , , , , , , 
UDSG US Equity,UDS GROUP INC, , , , , , , , , 
CFC GR Equity,UET UNITED ELECTRONIC TECHNO,-1.6476,0.8344,0.5698,1.464,-1.2389,2.0496,6.0807,-1.0786,4.2135
PATH US Equity,UIPATH INC - CLASS A, , , , , , , , , 
UMLS US Equity,ULTIMATE LIFESTYLE CORP, , , , , , , , , 
UCTT US Equity,ULTRA CLEAN HOLDINGS INC,1.9613,0.7213,3.5516,7.6736,7.1834,1.168, , , 
MJLB US Equity,ULTRACK SYSTEMS INC, , , , , , , , , 
MLUMG FP Equity,UMALIS GROUP, , , , , , , , , 
UMDK GR Equity,UMT UNITED MOBILITY TECHNOLO,-2.6139,-1303.0018,-581.3915,-30.7602,572.944,109.9215,2.3152,2.6993,1.886
FPG FP Equity,UNION TECHNOLOGIES INFORMAT, ,0.4688,1.5067,-1.8675,4.4662,-8.9524,7.8553,17.2857,16.4524
USRC US Equity,UNISOURCE CORP, , , , , , , , , 
UIS US Equity,UNISYS CORP,2.6758,2.1068,1.392,3.8596,2.2656,3.8357,4.4391,0.0807,1.5658
UCSO US Equity,UNITED CONSORTIUM LTD, , , , , , , , , 
UTRX US Equity,UNITRONIX CORP, , , , , , , , , 
U US Equity,UNITY SOFTWARE INC,-32.0767,-33.881,-119.1536,-470.084,-180.7974, , , , 
OLED US Equity,UNIVERSAL DISPLAY CORP, , , , , , , , , 
UEIC US Equity,UNIVERSAL ELECTRONICS INC, , , , , , , , , 
UNEH US Equity,UNIVERSAL NEW ENERGY HOLDING, , , , , , , , , 
UPIN US Equity,UNIVERSAL POWER INDUSTRY COR, , , , , , , , , 
UTRK US Equity,UNIVERSAL TRACKING SOLUTIONS, , , , ,7.1919, , , , 
UNLGRP DC Equity,UNLIMIT GROUP A/S,-93.4697,-4.9653,-120.2062,-146.3449, , , , ,-0.8023
UPYY US Equity,UPAY INC,-20.3966,-2.715,-20.7392,-21.5837,-0.5593,-10.864,-313.8625,-25.8529,4.7578
UPDC US Equity,UPD HOLDING CORP, , ,-7.5938,-16.7518,-3.3447,-14.8138, ,-0.6037, 
UPLD US Equity,UPLAND SOFTWARE INC, , , , , , , , , 
UPSALE SS Equity,UPSALES TECHNOLOGY AB,1145.65,800.5189,2420.6545,2007.2715,3063.3333,9.6939,2.5642,-21.033, 
UI CN Equity,URBANIMMERSIVE INC, , ,-9.4196,-1.5618,0.4226,0.1457,-10.4492,-22.9799,-18.4938
ULY US Equity,URGENT.LY INC,-1.9108,-0.9851, , , , , , , 
USDC US Equity,USDATA CORPORATION, , , , ,-24.5966, , , , 
OSP2 GR Equity,USU SOFTWARE AG,0.1256,8.9564,69.4235,81.2185,63.8273,37.537,33.8375,16.191,31.7969
VVX US Equity,V2X INC,1.4584,1.0082,0.8989,7.6136,8.8436,7.4638,9.3776,8.7945,7.5398
VLRM PZ Equity,VALEREUM PLC,-277.7771,-4540.3682, , ,-1395.8503,-68.6821, ,-178109.3594, 
VMRI US Equity,VALMIE RESOURCES INC, , , , ,-43.3425, , , ,-43.3425
VNT IM Equity,VANTEA SMART SPA,2.8592,3.8369,6.1311,19.1118, , , , , 
VANTI FP Equity,VANTIVA SA,-0.7027,-0.0308,-0.0655,-0.1121,-3.2195,-1.7286,-2.7674,-0.2174,0.8941
VRNS US Equity,VARONIS SYSTEMS INC,-21.6669,-32.0457,-33.1043,-8.018,-9.6132,-31.2704,-37.7886,-72.5351,-8.5374
VRTK US Equity,VARTECH SYSTEMS INC, , , , , , , , , 
VTON US Equity,VAST SOLUTIONS INC-CL B1, , , , , , , , , 
VCMP US Equity,VCAMPUS CORP, , , , ,-6.9316, , , , 
VCM CN Equity,VECIMA NETWORKS INC,4.154,14.0464,34.6949,-29.25,3.3284,-68.8041,35.3587, ,282.3019
V3S GR Equity,VECTRON SYSTEMS AG,-29.0239,-10.5458,-15.3524,8.6881,-11.7109,-9.1944,-26.3155,11.5154,15.6685
VEEA US Equity,VEEA INC,-46.4968,-4.0779, , , , , , , 
VECO US Equity,VEECO INSTRUMENTS INC,6.0644,5.9422,5.2386,1.9996,0.9121,-1.7921,-19.3095,-3.2779,-542.3514
VEEV US Equity,VEEVA SYSTEMS INC-CLASS A, , , , , , , , , 
VLDX US Equity,VELO3D INC,-5.157,-13.7064,-285.7849,-21.0799, , , , , 
VENZ CN Equity,VENZEE TECHNOLOGIES INC,-12.3725,-223.169,-896.8143, ,-379.5421,-713.925,-1288.1398,-187.8745,-159.0061
ALVG FP Equity,VEOM GROUP, ,-2.4006,-4.5081,-1.4363,-7.6896,-7.6896,-10.4583,-33.208,-38.1216
MDRX US Equity,VERADIGM INC, , ,-4.2655,5.9396,-2.6126,-1.6699,-1.4001,0.2397,0.8772
VERB US Equity,VERB TECHNOLOGY CO INC,-49.1308,-11.5633,-13.3858,-13.092,-38.2926,-8.5868,-4.2579,-4.8356,-2.6197
VRME US Equity,VERIFYME INC,-33.7692,-20.6708,-42.5795, ,-1.7379,-25.1063, ,-12.9881,-290.1358
VMX FP Equity,VERIMATRIX SA,-1.336,-1.8092,-2.6489,1.3625,1.7757,0.47,-3.6867,1.6633,2.2392
VRNT US Equity,VERINT SYSTEMS INC,6.5981,7.2815,4.5369,1.4427,-0.0489,3.059,1.3524,0.4967,2.0024
VRTC US Equity,VERITEC INC,-0.9236,-1.4879,-1.2841,-1.7481,-1.1789,-1.8095,-1.4519,-1.9385,-0.5096
VERI US Equity,VERITONE INC,-7.3073,-35.9848, , , , , ,-11.0392,-6.1131
VERS CN Equity,VERSES AI INC,-115.1993,-204.7075,-27.5066, , , , , , 
VS US Equity,VERSUS SYSTEMS INC, , ,-178.7564,-92.824,-25.559,-27.301,-116.1795,-2378.1602, 
VERX US Equity,VERTEX INC - CLASS A, ,-4.2051,-3.9463,-2.9898,-33.6734,15.6459,-1.3363, , 
FORA CN Equity,VERTICALSCOPE HD SUB VOT,1.2869,-0.5875,-7.7655,-1.2334,0.636,0.4534,-1.1332, , 
VERT SS Equity,VERTISEIT AB,6.247,2.7339,2.9952,3.0651,17.9789,46.2945,80.6721,23.6118,63.7322
VRV GR Equity,VERVE GROUP SE,472.6806,2.4871,30.7367,325.6991,1.4741,0.8558,1.3496,-2.754,-1.6113
VTBAS US Equity,VESTIBLE ASSETS LLC, , , , , , , , , 
VIAOY US Equity,VIA OPTRONICS AG, , ,-37.6196,-47.6877,-7.6601,-5.8593,4.2963,7.6066, 
DSP US Equity,VIANT TECHNOLOGY INC-A, , , , , , , , , 
VSAT US Equity,VIASAT INC,-2.2223,-5.8173,-3.8495,1.7815,0.9943,-1.2122,-22.8979,3.0174,1.597
VIAV US Equity,VIAVI SOLUTIONS INC,0.6731,3.0406,7.9399,9.6735,3.5045,1.965,0.0402,0.3148,-2.3613
VICR US Equity,VICOR CORP, , , , , , , , , 
VID LN Equity,VIDENDUM PLC,-9.5545,-0.1483,2.7684,4.2949,-0.3367,6.9565,7.7308,11.6154,3.4524
VIDE US Equity,VIDEO DISPLAY CORP,-91,-113.5333,-185.24,-569.5,-235.375,-23.6316,-183.4,-217.1429, 
VCTY US Equity,VIDEOLOCITY INTERNATIONAL, , , , ,-2.6486, , , , 
IMINT SS Equity,VIDHANCE AB,-24001,-18611, ,1613.9,33.4886,-55.3604,-27.9552,-49.4345,-69.0086
VBIX US Equity,VIEWBIX INC,-4.1805,-5.8329,1.8723, , ,-334.6667,-0.1093,-4.1181,-7.1886
VCST US Equity,VIEWCAST.COM INC, , , , ,-7.5023, , , , 
VMEO US Equity,VIMEO INC, ,13.0731,-168.9165,-52.4192,-4.4731,-7.057, , , 
VINCIT FH Equity,VINCIT OYJ,-759.4767,-370.627,2.7319,1897.783,265.7134,58.9232,109.0916,16.241,3.3518
VQS CN Equity,VIQ SOLUTIONS INC,-1.9256,-8.4864,-10.0134,-12.8878,-0.6636,-2.1363,-33.2456,-108.1415,-15.4234
VHC US Equity,VIRNETX HOLDING CORP, , , , , , , , , 
VRED US Equity,VIRTUAL ED LINK INC, , , , , , , , , 
ALVIR FP Equity,VIRTUALWARE,6.0488,1.236,0.3657,-4.1564, , , , , 
V6C GR Equity,VISCOM AG,-42.0569,26.6573,35.2845,19.891,-41.2345,24.4939,111.6735,13829,172.082
VSH US Equity,VISHAY INTERTECHNOLOGY INC,0.2048,19.3444,35.9324,26.6736,6.6459,7.7912,13.2257,11.6339,7.6907
VPG US Equity,VISHAY PRECISION GROUP,6.7134,10.5571,19.3032,22.2537,16.5864,19.01,21.4171,12.2085,7.2079
VSTCQ US Equity,VISION TECHNOLOGY CORP, , , , , , , , , 
VIZG US Equity,VISIONGLOBAL CORP, , , , , , , , , 
VIS CN Equity,VISIONSTATE CORP,-25.6949,-38.9771,-29.199,-6.9546,-6.2967,-11.6747,-13.0019,-8.9343,-6.1739
VISM US Equity,VISIUM TECHNOLOGIES INC, , , , ,-0.7595, , , , 
VISL US Equity,VISLINK TECHNOLOGIES INC, , ,-363.0263,-611.9655,-147.8347,-9.1587,-5.3079,-37.1844,-24.7135
VIS PZ Equity,VISUM TECHNOLOGIES PLC,-13.9443,-21.7881, , , , , , , 
VMSI US Equity,VITA MOBILE SYSTEMS INC, , , , ,-8.3562, , , , 
VHI CN Equity,VITALHUB CORP,150.6859,80.7596,21.7289,-26.8732,-21.4031,-1.5093,-1.1287,-71.3605,-5.0936
VITA CN Equity,VITALIST INC,-2.3151,-10.5553, , , , , , , 
VITB SS Equity,VITEC SOFTWARE GROUP AB-B SH,5.7136,6.1282,8.1177,13.3808,14.9999,9.1643,10.5736,11.9729,13.2614
OTTV US Equity,VIVA ENTERTAINMENT GROUP INC, , , , , , , , ,-90.1651
VG0K GR Equity,VIVANCO GRUPPE AG, ,-6.1899,1.0038,0.7241,0.5482,2.5017,5.9708,6.0276,5.9344
VNE IM Equity,VNE SPA,1.0795,-2.2571,5.1779, , , , , , 
VO2 SS Equity,VO2 CAP HOLDING AB,-10.0997,14.277,41.6508,-42.5287,-27.0968,-22.4274,-106,-2960.6667, 
VHAI US Equity,VOCODIA HOLDINGS CORP,-13.6219,-2.1456,-53.1952, , , , , , 
ALVGO FP Equity,VOGO SACA, ,-19.9108,-11.9707,-17.5752,-32.9281,-57.4169,-1.8834,-29.3206,-30.8502
VSST US Equity,VOICE ASSIST INC, , , , ,-2381.7822, , , , 
VQLA AV Equity,VOQUZ LABS AG, ,-0.099,9983.8203, ,72.054, , , , 
VJTTY US Equity,VOXELJET AG-ADR, ,-3.7255,-0.7975,-3.4002,-5.0846,-8.8532,-8.3657,-45.3684,-48.3435
VXTR CN Equity,VOXTUR ANALYTICS CORP,-5.3378,-6.5125,-16.5368,-17.0853,-18.0249, , , ,-44.4993
VSBY CN Equity,VSBLTY GROUPE TECHNOLOGIES C, ,-738.7849,-450.7842,-833.1143,-250.8621, , , , 
VSEE US Equity,VSEE HEALTH INC, , , , , , , , , 
VTEX US Equity,VTEX -CLASS A,0.3008,-0.3367,-1.5897,-5.4677,0.9263,-0.5678, , , 
VBTC US Equity,VUBOTICS INC, , , , ,-75.815, , , , 
VLAI US Equity,VULCAIN CORP, , , , , , , , , 
VULTS SS Equity,VULTUS AB,-48.3865,-380.2895, ,-76.0743,-45548.1328, , , , 
VU FP Equity,VUSIONGROUP,1.9359,4.0242,11.9634,1.8601,-1.5966,-6.3786,-4.8196,-13.2268,21.0655
VUZI US Equity,VUZIX CORP, , , , , , ,-1130.8087,-219.3547,-141.3983
ALLIX FP Equity,WALLIX GROUP,-12.5286,-46.0922,-203.8,-25.3391,-128.2632,-284.875,-468.7143,-84.5,-196.1111
WTG PZ Equity,WATCHSTONE GROUP PLC, , , , , , , ,-104.4789,-139.7813
WAVE FP Equity,WAVESTONE,36.104,41.158,80.9911,37.8173,24.4943,31.0604,25.03,16.9538,30.5139
WAY US Equity,WAYSTAR HOLDING CORP,0.8459,0.69,0.5759,0.4749, , , , , 
WAYS SS Equity,WAYSTREAM GROUP AB, ,-5.8481,374.1143,524.1389,113.2313,18.2645,-112.6, ,0.1184
WEAV US Equity,WEAVE COMMUNICATIONS INC,-20.6257,-17.871,-34.4927,-42.56,-36.072,-39.3625, , , 
WKYN US Equity,WEBSKY INC, , , , , , , , , 
WBSR US Equity,WEBSTAR TECHNOLOGY GROUP INC,-4.9757,-11.0141,-337.7176, , ,-52.4126, , , 
WSTEP NO Equity,WEBSTEP ASA,8.9577,2.9257,12.1119,22.0703,16.4866,21.828,30.9291,3.99,6.6698
WGNR US Equity,WEGENER CORP, , , , ,-3.004, , , , 
WFLD CN Equity,WELLFIELD TECHNOLOGIES INC, , , , , , , , , 
WMGR US Equity,WELLNESS MATRIX GROUP INC, , , , , , , , , 
WNRC US Equity,WENR CORPORATION, , , , , , , , , 
WSTL US Equity,WESTELL TECHNOLOGIES INC-A, , , , , , , , , 
WDC US Equity,WESTERN DIGITAL CORP, ,-4.1186,8.0164,3.7423,0.8111,0.1855,5.3506,2.307,1.7519
WSG LN Equity,WESTMINSTER GROUP PLC,-8.4439, ,-8.125,-639,-2.7761,-1.7931,-3.5449,-2.2556,-5.4685
WTRO US Equity,WI-TRON INC, , , , ,-65.7476, , , , 
YTY CN Equity,WI2WI CORP,-4.5137,-9.4141,-8.6803,-3.2557,-6.8639,14.5294, , ,-12.875
WIIT IM Equity,WIIT SPA,2.5039,2.5091,3.5176,1.3155,4.5446,24.8129,22.2751,13.1044,11.7266
WRMA US Equity,WIREMEDIA INC, , , , , , , , , 
WIRTEK DC Equity,WIRTEK AS,5.4395,27.5325,7.9157,9.0697,110.7872,26.4018,34.473,24.1718,30.8008
WIHN SW Equity,WISEKEY INTERNATIONAL HOLDIN,-14.456,-10.0302,-14.2374,-10.7267,-16.2135,-14.8043,-22.9949,-9.0007,-38.1925
WISH CN Equity,WISHPOND TECHNOLOGIES LTD,-1.6754,-46.3974, ,-348.1264,-0.0333,-4.9452, , , 
WISR CN Equity,WISR AI SYSTEMS INC, , , , , , , , , 
ALWIT FP Equity,WITBE.NET,-10.6237,-2.6614,0.0235,62.1724,-32.4286,7.6212,-9.514,-33.7423,7.5672
WITH FH Equity,WITHSECURE OYJ,-34.5308,-114.3974,-69.1902, ,36.9925,11.2579,12.8584,160.4028,2136.7778
WITTED FH Equity,WITTED MEGACORP OY,-3.058,-8.4115,-6.8198, , , , , , 
MAPS US Equity,WM TECHNOLOGY INC, , , , , , , , , 
WMDH US Equity,WMD HOLDINGS GROUP INC, , , , , , , , , 
WOLF US Equity,WOLFSPEED INC,-1.808,-7.3192,-9.8725,-6.9141,-6.4212, , , , 
WNDR CN Equity,WONDERFI TECHNOLOGIES INC,-40.2071,-136.1278, , , , , , , 
WDAY US Equity,WORKDAY INC-CLASS A,1.6053,-2.9086,-7.0142,-3.613,-8.5581,-7.6946,-6.8065,-11.7293,-7.8225
WK US Equity,WORKIVA INC,-5.949,-1.7623,-14.6912,-2.0945,-2.7071,-7.1822,-27.2512,-24.0125,-23.2416
WAXS US Equity,WORLD ACCESS INC, , , , ,0.8365, , , , 
WHEN US Equity,WORLD HEALTH ENERGY HOLDINGS,-144.4627, , ,-63.5801, , , , , 
WWRL US Equity,WORLD WIRELESS COMMUNICATION, , , , ,-0.8456, , , , 
WDDD US Equity,WORLDS INC,-5.7367,-4.0842,-19.8159,-24.5218,-19.8024,-13.9352,-64.3039,-67.1717,-14.1193
WBWB US Equity,WU BA SUPERIOR PRODUCTS HOLD, , , , , , , , , 
WYLD SS Equity,WYLD NETWORKS AB,-12.3032,-36.0039,-33.2498,-47.1179,-16.974, , , , 
WYTC US Equity,WYTEC INTERNATIONAL INC,-37.262,-13.037,-10.9008,-39.3276,-22.3186,-71282.9766, , ,-267.8297
XFAB FP Equity,X-FAB SILICON FOUNDRIES SE,5.1341,12.0713,2.9795,48.4874,-3.6625,-10.5371,7.8042,10.1406,10.1256
XAR LN Equity,XAAR PLC,-22.3515,-3.9929,5.0905,6.7355,-51.2927,-111.5464, , , 
XCLL US Equity,XCELMOBILITY INC, , , , ,-2.9759, , , , 
XCYT CN Equity,XCYTE DIGITAL CORP, ,-68.7217, , , , , , , 
XRX US Equity,XEROX HOLDINGS CORP,-8.8908,0.6912,-1.3317,-2.4106,1.1721,3.4831,2.25,3.5675,2.4854
XIGM CN Equity,XIGEM TECHNOLOGIES CORP, , , , , , ,-128.2306, , 
XMR SS Equity,XMREALITY AB,-10.8143,-70.3286,-12989.8916,-1680.2261,-591.1323,-425.2274,-330.8835,-190.6748,-72.9915
XPER US Equity,XPERI INC, , , , , , , , , 
XPLRA NO Equity,XPLORA TECHNOLOGIES AS,0.2627,-0.3914,-2.4436,-90.0851,-5.7501,-8.2103,-5.2294, , 
XMSP US Equity,XSTREAM MOBILE SOLUTIONS COR, , , , ,-63.8247, , , , 
XCOMQ US Equity,XTERA COMMUNICATIONS INC, , , , ,-3.2237, , , , 
XTRA CN Equity,XTRACT ONE TECHNOLOGIES INC, , , , , , , , , 
XYLB US Equity,XY LABS INC-CL A, , , , , , , , , 
YEXT US Equity,YEXT INC,-13.1936,-110.0645,-165.3658,-153.6352,-399.1981,-528.986,-185.6267,-284.6667, 
YNV CN Equity,YNVISIBLE INTERACTIVE INC,-485.8904,-807.2266,-532.207,-457.5531,-177.4768,-199.0076,-258.5577,-5.8035,-79.9586
YQAI US Equity,YOUNEEQAI TECHNICAL SERVICES, , , , , , , , , 
YUBICO SS Equity,YUBICO AB,115.1316,20.914,102.5238, , , , , , 
ZNAE US Equity,ZANE INTERACTIVE PUBLISHING, , , , , , , , , 
ZPTA US Equity,ZAPATA COMPUTING HOLDINGS IN, ,-117.7342, , , , , , , 
ZBRA US Equity,ZEBRA TECHNOLOGIES CORP-CL A,7.5714,3.6165, ,195.8,8.5658,7.7753,6.7033,1.4185,0.4145
ZDGE US Equity,ZEDGE INC-CL B,-787, , , , ,-14.5075, , , 
ZENA US Equity,ZENATECH INC,-2.0835,0.5025,0.8338, , , , , , 
ZDEC US Equity,ZENOVIA DIGITAL EXCHANGE COR, , , , , , , , , 
ZRFY US Equity,ZERIFY INC, , ,-15.9341,-22.0313,-4.0917,-3.1703,-5.4108,-2.8567, 
