Ticker,Name,EBIT/Tot Int Exp:2024,EBIT/Tot Int Exp:2023,EBIT/Tot Int Exp:2022,EBIT/Tot Int Exp:2021,EBIT/Tot Int Exp:2020C,EBIT/Tot Int Exp:2019,EBIT/Tot Int Exp:2018,EBIT/Tot Int Exp:2017,EBIT/Tot Int Exp:2016
FARM CN Equity,DEVERON CORP,-14.6325, ,-2.4234,-44.1477,-88.908,-114.824,-40.9414,-33.7736,-17.2283
DEVPB SS Equity,DEVPORT AB,19.2938,36.89,53.7775,24.1019,8.7606,21.9394,77.365,38,15.774
DGB NA Equity,DGB GROUP NV,-4.0406,-3.5267,-10.6735,-30.5641,-2.9057, , ,-4.0199, 
DHH IM Equity,DHH SPA,7.122,6.029,8.3782,26.5806,27.7513,9.0802,12.5446,11.8905,8.6525
DIAH SS Equity,DIADROM HOLDING AB, ,2103.25,434.7586,907.4, ,2832.3333,3595, , 
DBD US Equity,DIEBOLD NIXDORF INC,1.1726,0.3523,-1.0628,0.702,0.082,-0.1311,-2.102,-0.7971,-1.5759
DGII US Equity,DIGI INTERNATIONAL INC,3.1196,1.9851,1.94,7.547,3.1506,98.7451,111.28,184.7083,58.7801
DIGIA FH Equity,DIGIA OYJ,12.4969,11.6074,35.6499,44.2169,58.7583,45.2958,16.9115,4.139,19.4241
DMRC US Equity,DIGIMARC CORP, , , , , , , , , 
DGLY US Equity,DIGITAL ALLY INC/NV,-3.9843,-7.096,-799.3671,-516.1157,-22.3835,-139.0907,-7.7248,-15.2636,-4025.2056
DLOC US Equity,DIGITAL LOCATIONS INC, , , , , , , , , 
APPS US Equity,DIGITAL TURBINE INC,-12.1421,1.9769,10.8583,59.0319, ,3.0759,-2.8104,-8.379,-14.2819
DGV IM Equity,DIGITAL VALUE SPA,12.0713,10.1469,21.056,54.6287,64.1698,37.637,23.3824,15.703, 
DWF FH Equity,DIGITAL WORKFORCE SERVICES O,53.6469,-32.3836,-36.2101,-40.8453,-14.9503,-24.3263,-65.2922, , 
DIGIGR FH Equity,DIGITALIST GROUP OYJ,-0.8793,-0.8053,-2.6192,-3.5199,-6.7153,-13.637,-8.6336,-3.0561,-7.2912
DOCN US Equity,DIGITALOCEAN HOLDINGS INC,9.9865,1.3299,-3.1228,-2.9877,-1.1602,-3.1963,-4.3241, , 
DGTW US Equity,DIGITALTOWN INC, , , , ,-6.1394,-6.1394,-21.525,-287.5828, 
DIGI US Equity,DIGITILITI INC, , , , , , , , , 
DSG LN Equity,DILLISTONE GROUP PLC,1.2313,0.3953,-2.3806,-2.0101,-8.828,-24.2222,-12.4242,-72.4286,50.25
DIOD US Equity,DIODES INC,21.6153,43.9598,49.0617,36.8422,11.5188,25.4159,15.6027,5.9049,2.8657
DCSI CN Equity,DIRECT COMMUNICATION SOLUTIO,-2.4989,-9.6211,-8.2027,-23.6179,-15.6849,-2.3026, , , 
DSCV LN Equity,DISCOVERIE GROUP PLC,2.7586,5.9153,4.9762,4.3846,4.8571,5.8462,6.0667,2.6333,5.4762
DIVIOB SS Equity,DIVIO TECHNOLOGIES AB,-62.7479,-118.124,-30.3631, ,-174.5326,-68.5268,-23.8534, , 
DLAB SS Equity,DLABORATORY SWEDEN AB,-34.6313,-116.2737,-91.0808,-141.9259,-89.1367,-85.411, , , 
DCBO CN Equity,DOCEBO INC,65.1132,-7.3904,6.5187,-18.004,-10.6522,-13.0266,-13.4443,-29.7785, 
DOC AU Equity,DOCTOR CARE ANYWHERE GRO-CDI,-5.5072,-16.572,-286.6104,-142.049,-0.3975,-3.4233,-216.2443, , 
DOCU US Equity,DOCUSIGN INC,4.6222,-13.7785,-9.6048,-5.6448,-6.6148,-39.3142,-82.7772,-189.5532,-152.9538
DLB US Equity,DOLBY LABORATORIES INC-CL A, , ,524.3782,718.9771,1176.0322,1512.2177,926.7929,1945.9291,1854.36
DOMO US Equity,DOMO INC - CLASS B,-2.8436,-5.7337,-6.6022,-5.8004,-9.1482,-12.9808,-146.4842,-1828.6, 
DONE SS Equity,DONE.AI GROUP AB,191.5206,-2.6463,-12.8229,-13.5549,3.7545,-11.3711,15.4061, , 
DFIN US Equity,DONNELLEY FINANCIAL SOLUTION,9.0464,6.1453,14.5, , , , , , 
DORO SS Equity,DORO AB,108.25,22.1613,21.3077,32.9722,10.0526,16.0143,26.587,18.7755,4.3761
DOTD LN Equity,DOTDIGITAL GROUP PLC,136.4773,248.0877,230.7544,181.2027,123.7143, , , , 
DOTSOFT GA Equity,DOTSOFT SA, ,48.5604,20.8913, , , , , , 
DV US Equity,DOUBLEVERIFY HOLDINGS INC,73.7209,80.4193,65.2199,22.7679,4.3308,7.5171,1.6557, , 
DVAR US Equity,DOVARRI INC, , , , , , , , , 
DOX IM Equity,DOXEE SPA,-1.8707,-9.4606,7.204,6.5591,8.6073, ,4.4892, , 
DOCS US Equity,DOXIMITY INC-CLASS A, , , , , , , , , 
DPRO CN Equity,DRAGANFLY INC, , , , ,-367.4734,-19.4186,-3.9988, , 
DWAY US Equity,DRIVEITAWAY HOLDINGS INC,-0.7745,-4.3846,-16.8475, , , , , , 
DBX US Equity,DROPBOX INC-CLASS A,93.5, , , , , , ,-10.3364,-11.7988
DROR US Equity,DROR ORTHO-DESIGN INC, , , , , , , , , 
DSS US Equity,DSS INC,-150.5159,-38.8083,-15.0127,-120.0408,-59.8325,-20.4453,-8.9426,-0.5984,-2.364
DUSYF US Equity,DUESENBERG TECHNOLOGIES INC, , , , , , , , , 
DUOL US Equity,DUOLINGO, , , , ,-188.3647,-706.25, , , 
DUOT US Equity,DUOS TECHNOLOGIES GROUP INC,-38.3886,-1598.9058,-746.9426,-367.9174,-44.1892,-34.7151,-91.3797,-0.762,-3.108
DXC US Equity,DXC TECHNOLOGY CO,1.3792,1.32,0.9755,2.9363,-14.9608,4.2365,2.9437,-0.8718, 
DXSP PZ Equity,DXS INTERNATIONAL PLC,-65.1616,-0.7747,-1.3429,6.5634,4.3988, , , ,2.5963
DND CN Equity,DYE & DURHAM LTD,0.0872,-0.4701,1.4268,0.2652,0.3279,1.0455,1.5933,2.7128, 
KAS CN Equity,DYNAMITE BLOCKCHAIN CORP,-122.5455,-178.1674,-3758.2625,-1072.9821,-831.2825,-2957.7593,-198.6619,-103.406,-373.4046
DYSL US Equity,DYNASIL CORP OF AMERICA, , , , , , , , , 
DT US Equity,DYNATRACE INC, ,27.2253,7.9775,6.4693,-3.7875,-1.041,-0.6178,0.4919, 
DZSIQ US Equity,DZS INC, , , ,-93.4841,-6.1548,-1.7656,4.1312,0.7085,-15.7217
EBYH US Equity,E-BUY HOME INC, , , , , , , , , 
EDTA US Equity,E-DATA CORPORATION, , , , , , , , , 
EMNC US Equity,E-MONEE.COM INC, , , , , , , , , 
ALAGO FP Equity,E-PANGO SAS, ,-14.0182,23.918,-135.4321,12.0151,1.1641, , , 
ETWO US Equity,E2OPEN PARENT HOLDINGS INC, , , , , , , , , 
EAXR US Equity,EALIXIR INC, , , , ,-1.9397, , , , 
SPOT CN Equity,EARTHLABS INC,-49.8127,-978.3644,-1442.5359,158.3171,372.4945,-132.0974, , , 
EATR US Equity,EASTERN ASTERIA INC, , , , , , , , , 
ESY GR Equity,EASY SOFTWARE AG, , , ,-30.4714,2.0508,-4.0436,-33.9238,8.7073,-2.3367
EFIT GR Equity,EASYMOTION TEC AG, ,-6.7288,4.2871,-1.9172,9.5338,-0.5157,-0.7434, , 
ESSI US Equity,ECO SCIENCE SOLUTIONS INC, , , , , , , , , 
ECGS US Equity,ECO-GROWTH STRATEGIES INC, , , , , , , , , 
ECONB BB Equity,ECONOCOM GROUP,7.8661,8.0534,7.1,9.3333,5.9635,7.0769,7.6814,16.5949,13.7553
CTRL CN Equity,EDGE TOTAL INTELLIGENCE INC,-7.2189,-1.8952,-6.7094,-4.1957, , , , , 
EGIL US Equity,EDGETECH INTERNATIONAL INC, , , , , , , , , 
YFI CN Equity,EDGEWATER WIRELESS SYSTEMS I, ,-95.0786,-2254.6082,-32.1228,-127.5566,-323.6751,-245.2966,-136.9843, 
ALBERT SS Equity,EEDUCATION ALBERT,-216.2895,-140.1454,-9318.4541,-378.2318,-165.0063,-50,-110.6639, , 
EFOT US Equity,EFOTOXPRESS INC, , , , , , , , , 
EGAN US Equity,EGAIN CORP, , , , , , , , ,-2.9995
EGN IM Equity,EGOMNIA SPA,5.7907,8.5919,2.0317,2.525, , , , , 
EHVVF US Equity,EHAVE INC,-6.0381,-1.9553,-14.7639,-94.1646,-1.015,-2.385,-1.8804,-10.7924,-61.7264
EKI FP Equity,EKINOPS,-3.3101,3.5627,26.2299,8.2843,6.2505,4.7767,-13.5157,-74.0814,-43.4219
ESTC US Equity,ELASTIC NV,-4.971,-8.7115,-8.3839, , , , , , 
ELCO US Equity,ELCOM INTERNATIONAL INC, , , , ,-81.34, , , , 
ELCO LN Equity,ELECO PLC,589,1644.5,694.25,38.4182,21.555,15.1429,14.0909,22.5794,16.3548
ETCIA US Equity,ELECTR TELE-COMMUNCTN, , , , , , , , , 
EOSC US Equity,ELECTRO-OPTICAL SYSTEMS CORP, , , , , , , , , 
ELST US Equity,ELECTRONIC SYSTEMS TECHNOLOG, , , , , , , , , 
ELES IM Equity,ELES SEMICONDUCTOR EQUIPMENT,2.5315,2.272,5.3142,10.8182,17.8966,6.5549,6.5111, , 
ELABS NO Equity,ELLIPTIC LABORATORIES ASA,12.5266,-84.7012,-73.7846,-1.9602,-4.6559, , , , 
ELMN SW Equity,ELMA ELECTRONIC AG-REG,23.3075,13.4341,8.759,18.5584,11.057,11.4055,15.0876,11.702,6.0986
ELG GR Equity,ELMOS SEMICONDUCTOR SE,50.0786,53.8715,44.8425,59.0498,11.3449,19.4516,34.3703,14.9775,9.1261
EMBA US Equity,EMAMBA INTERNATIONAL CORP, , , , , , , , , 
EMART SS Equity,EMBEDDEDART GROUP AB,-18.4316,1.8857,-30.421,-14.0344,-32.4215,-138.4302,-82.811, ,-60.5286
EMRG CN Equity,EMERGENCE GLOBAL ENTERPRISES, , , ,-1.9891,-8.0886,-2.794,-14.9685, , 
MSN US Equity,EMERSON RADIO CORP,-679.8,-209.6,-312.7273,-599.2857, , ,-970.5, , 
ENA CN Equity,ENABLENCE TECHNOLOGIES INC,-2.5685,-4.4582,-2.951,-1.4263,-2.0359,-3.6517,-4.8724,-15.7791,-28.2919
DAVA US Equity,ENDAVA PLC- SPON ADR,4.5877,64.8907,84.5603,6.8299,20.5178,95.5652,45.094,59.7332,147.6519
EDXC US Equity,ENDEXX CORP, , , , , , , , , 
E2N GR Equity,ENDOR AG, , ,6.143,15.2144,67.8737,14.1298,5.363,8.9648,9.5901
ENEA SS Equity,ENEA AB,1.3916,-6.1613,6.681,17.8406,21.4055,9.9382,8.035,55.6502,199.9865
ALNN6 FP Equity,ENENSYS TECHNOLOGIES SA,11.3115,-1.7093,17.288,5.2553,1163.6296, , , , 
ENENTO FH Equity,ENENTO GROUP OYJ,3.2667,4.6999,9.1883,15.8636,12.4456,11.4044,8.2164,20.2595,18.8092
ALNRG FP Equity,ENERGISME SA, ,-6.6891,-36.5266,-161.6964,-156.8817,-179.1665,-92.5123,-41.4184, 
PLUG CN Equity,ENERGY PLUG TECHNOLOGIES COR, , , , , , , , , 
ENERS SS Equity,ENERSIZE OYJ,-4.4215,-11.6454,-6.8845,-3.4117,-5.592,-2.3972,-2.0808,-3.8962,-121.0746
EXR LN Equity,ENGAGE XR HOLDINGS PLC,-648.809,-608.7736,-195.36,-185.6924,-371.9418,-276.1915,-59.0684, ,-9.9842
ENGH CN Equity,ENGHOUSE SYSTEMS LTD,221.2331,96.1573,113.4624,100.5455,83.4802,1056.2764,352.5634,313.3405, 
ENHT US Equity,ENHERENT CORP, , , , ,0.0019, , , , 
EBWK US Equity,ENIGMA-BULWARK LTD, , , , , , , , , 
NLTA/H CN Equity,ENLIGHTA INC, , , , , , , , , 
ENVX US Equity,ENOVIX CORP,-35.755, , , , , , , , 
ENSU NO Equity,ENSURGE MICROPOWER ASA,-3.6698,-3.2683,-4.4597,-4.8448,-3.779,-50.5833,-67.7745,-81.517,-13827.333
ENTG US Equity,ENTEGRIS INC,2.4809,1.5979,2.2569,13.3794,8.1367,5.0951,8.5848,7.4766,4.2212
ETER US Equity,ENTERRA CORP, , , , ,-9.7488, , , , 
EPAM US Equity,EPAM SYSTEMS INC, , , , , , , , , 
EPAZ US Equity,EPAZZ INC, , , , , , , , , 
EQS FP Equity,EQUASENS, ,82.5232,81.3152,85.3396,80.7968,81.3725,132.2653,157.3578,285.3273
ERFB US Equity,ERF WIRELESS INC, , , , , , , , , 
ERICB SS Equity,ERICSSON LM-B SHS,1.2828,-6.2672,15.0267,32.2984,17.6324,7.8297,0.8121,-31.2372,4.6258
ESYS LN Equity,ESSENSYS GROUP LTD,-40.4511,-94.5915,-75.0476,-22.0551,3.6061,-3.4181,1.7015,-2.4139,2.125
ESK AU Equity,ETHERSTACK PLC-CDI,-18.4197,15.6944,88.6522,80.5909,-3.3017,-1.5047,0.1122,-9.5744,-6.5204
ETRI NO Equity,ETRINELL AS, , , , ,63.8335, ,63.8335,11.9816,2.2738
ETH IM Equity,EUROTECH SPA,-29.1409,-2.3104,1.9878,-21.6771,6.0222,35.1184,14.2537,-7.5761,-14.2692
EVCM US Equity,EVERCOMMERCE INC,0.0071,0.0523,-0.9024,-0.753,-0.5305,-1.3562,-1.4553, , 
MRAM US Equity,EVERSPIN TECHNOLOGIES INC, ,93.4127,22.7263,9.2048,-11.3729,-19.2932,-19.4618,-26.4503,-6.6131
ET CN Equity,EVERTZ TECHNOLOGIES LTD,74.0887,25.1915,38.7476,42.6255,48.2786,132.9269,165.7385,341.8223, 
EBZT US Equity,EVERYTHING BLOCKCHAIN INC, , , , , , , , , 
OKAI CN Equity,EVOKAI CREATIVE LABS INC, , , , , , , , , 
EVH US Equity,EVOLENT HEALTH INC - A,-1.6376,-1.3137,0.2339,-1.6681,-9.4488,-21.0962,-8.6579,-20.033, 
EVS BB Equity,EVS BROADCAST EQUIPMENT S.A.,40.0383,44.7196,34.7719,41.5409,6.7827,38.1275,77.3113,90.0644,97.8369
EWLL US Equity,EWELLNESS HEALTHCARE CORP, , , , , , , , , 
EWRK SS Equity,EWORK GROUP AB,7.8908,5.0971,27.914,30.2121,13.253,10.7986,20.8068,77.8549,188.5335
EWRC US Equity,EWORLD COS INC, , , , , , , , , 
EXL GR Equity,EXASOL AG,-49.2913,-660.5657,-165.606,-3410.8267,-158.054,-18.6123,-0.031, , 
XBLK/X CN Equity,EXEBLOCK TECHNOLOGY CORP, , , , , , , , , 
XELA US Equity,EXELA TECHNOLOGIES INC, ,0.0576,-1.3876,0.1273,-0.0944, , , , 
EXEO US Equity,EXEO ENTERTAINMENT INC, , , , ,-215.9634, , , , 
EXLS US Equity,EXLSERVICE HOLDINGS INC,13.6903,18.1149,23.2867,20.6165,9.8322,5.6166,6.8937,38.4992,47.8198
EXBX US Equity,EXOBOX TECHNOLOGIES CORP, , , , ,-71.7585, , , , 
EXOD US Equity,EXODUS MOVEMENT INC - A, , , , ,732.6667,-1115, , , 
EXFY US Equity,EXPENSIFY INC - A,-0.5216,-6.2228,-2.815,-2.946,2.0861,0.4523, , , 
EXAI IM Equity,EXPERT.AI SPA,-5.2903,-9.2468,-37.3038,-28.7033,-21.1525,-6.4854,-7.5457,-14.2866,-2.6716
EXS SS Equity,EXSITEC HOLDING AB,5.6671,11.6902,9899.75, ,12.8455,1.5715,-1.0558, , 
EXTR US Equity,EXTREME NETWORKS INC,-3.8386,6.2303,5.019,1.504,-4.1642,-1.169,-2.7444,1.4782,-8.2473
EYEW SS Equity,EYE WORLD AB,-93.4518,-6039.4146,-31.7342,-363.9129,-46.4788,-6.9708,-24.084,-233.8383,-24.396
AXCG US Equity,EYES ON THE GO INC, , , , ,-0.8668, , , , 
EZEN US Equity,EZENIA! INC, , , , , , , , , 
FSECURE FH Equity,F-SECURE CORP,3.3792,4.0742,168.5652,1739.96,1717.4615,1369.3334, , , 
FFIV US Equity,F5 INC, , , , , , , , , 
FAA GR Equity,FABASOFT AG,34.7396,51.7043,40.5986,127.3945,220.9245,4459,2625,141.087,114.5
FACE SM Equity,FACEPHI BIOMETRIA SA,-4.3817,-3.1479,5.822,-1.5437,15.6238,15.6238,16.4565,17.4867,-1.5567
FCTI US Equity,FACT INC, , , ,-3.4091, , , , , 
FADL LN Equity,FADEL PARTNERS INC,-64.2051,-42.1762,-14.5112,99.929,-5.9748,-46.7525, , , 
FAE IM Equity,FAE TECHNOLOGY SPA-SOCIETA',9.996,12.25,22.6973,1043233.5, , , , , 
FALC US Equity,FALCONSTOR SOFTWARE INC, , , , , , , , , 
FDM/X CN Equity,FANDIFI TECHNOLOGY CORP, ,-255.8164,-235.4235,-499.5788,-70.4917,-330.2959,-250.9884,-280.0856, 
FFZY US Equity,FANSFRENZY CORP, , , , , , , , , 
FFAI US Equity,FARADAY FUTURE INTELLIGENT E,-9.0176,-94.0658,-46.3076,-11.7342,-2.0184, , , , 
FMHS US Equity,FARMHOUSE INC, , , , , , , , , 
FSLY US Equity,FASTLY INC - CLASS A,-61.1267,-48.8837,-41.8208,-41.7581,-69.2137,-8.89,-16.0983,-27.8047, 
FASTPC DC Equity,FASTPASSCORP A/S,-1.2292, ,-4.4536, ,0.1856,3.5354,8.0994,8.3634,11.1824
FATN US Equity,FATPIPE INC/UT,18.6623,30.2354,-7.1675, , , , , , 
FDP LN Equity,FD TECHNOLOGIES PLC,-0.6124,0.2297,3.3941,5.6551,5.9592,12.6746,12.7843,10.259,8.84
FDM LN Equity,FDM GROUP HOLDINGS PLC,21.8273,69.962,75.2185,64.6985,51.1423,64.2696,68.2947,545.0375,442.7625
FNDX CN Equity,FENDX TECHNOLOGIES INC, , , , , , , , , 
FERRO SS Equity,FERROAMP AB,-135.2614,-25.3189,-318.2706,-95.2576,-64.9664,-191.4605,-99.3035,-73.2022,-93.9543
FBCE US Equity,FIBERCORE INC, , , , ,-4.9487, , , , 
FDA IM Equity,FIDIA SPA,-16.5542,-3.896,16.4338,-7.6988,-12.6667,-6.5951,-1.5513,-10.306,18.9834
FTC LN Equity,FILTRONIC PLC,10.8735,1.026,10.1804,1.4896,-0.6787,2.6591,52.4426,7.3047, 
FCL AU Equity,FINEOS CORP HOLDINGS PLC-CDI,-21.5263,-31.8783,-140.2751,-172.9244,5.625,-0.2366, , , 
FINGB SS Equity,FINGERPRINT CARDS AB-B,-17.8664,-9.7386,-20.9635,-9.6667,-373.9,-15.75,-75.1731,16.2737,2578.5
FIN LN Equity,FINSETA PLC,7.7022,15.0048,-33.014,-11599.4307, , , , , 
WERX CN Equity,FINTECHWERX INTERNATIONAL SO,-1732.5272, , , , , , , , 
FTG CN Equity,FIRAN TECHNOLOGY GROUP CORP,22.0309,89.5305,94.3,2.337,27.109,34.9448,11.382,6.3984,13.873
AIFF US Equity,FIREFLY NEUROSCIENCE INC,-145.4203,-17.2907,-230.0585,-70.3858, , , , , 
FIVN US Equity,FIVE9 INC,-3.4636,-12.8925,-11.6885,-7.0076,-0.4341,0.2368,0.6841,-1.6479,-1.548
FLEX US Equity,FLEX LTD,4.1208,4.4217,6.1519,5.354,1.9647,1.9977,5.2292,4.3554,5.5048
FLOWS SS Equity,FLOWSCAPE TECHNOLOGY AB,-2906,-575,-1064.4584,-232.1875,-66.1938,-30.5109,-33.9006,-41.7211,-15.2045
FLSP BB Equity,FLOWSPARKS, ,113.8291,71.6461,59.0944,42.995,10.647, , ,-0.3749
MLFNP FP Equity,FNP TECHNOLOGIES SA, , , , , , , , , 
FOBI CN Equity,FOBI AI INC, ,-319.0083,-138.9335,-618.0286,-26.6266, , , , 
TUNE LN Equity,FOCUSRITE PLC,2.0401,13.2949,84.2971,126.8582,18.1972,284.7111,298.55, , 
FCGY US Equity,FORECASTAGILITY CORPORATION, , , , , , , , , 
FRXX US Equity,FORECROSS CORPORATION, , , , ,-2.2083, , , , 
FORA US Equity,FORIAN INC,-9.8556,-5.9092,-29.8714,-85.6655, ,-5.8796, ,-5.1455, 
FRMC US Equity,FORMCAP CORP, , , , , , , , , 
FORM US Equity,FORMFACTOR INC,154.9761,196.5701,94.8394,162.8538,96.9769,25.9332,10.8959,10.3097, 
FPIP SS Equity,FORMPIPE SOFTWARE AB,12.6608,21.0448,9.1709,49.4708,52.3609,27.1509,19.8059,12.8311,8.9164
FORSE FP Equity,FORSEE POWER SACA,-2.8854,-6.8304,-8.9973,-4.6143,-3.736,-9.8435,-16.1503,-8.9959, 
FEV GR Equity,FORTEC ELEKTRONIK AG,58.8731,60.5417,36.3553,24.6054,33.0787,106.4189,97.0423,98.1764,107.4275
FTNT US Equity,FORTINET INC,90.17,59.1,53.8667,43.651, , , , , 
FNOX SS Equity,FORTNOX AB,87.6,61.1818,61.8933,78.5479,83.4904,174.0383, ,4478.0713,997.8482
FRTN US Equity,FORTRAN CORP, , , , ,-115.3777, , , , 
FORD US Equity,FORWARD INDUSTRIES INC,-30.8398,1.5322,4.7684,-4.4488,-11.3304,-15.4096,2.2578, , 
FOS IM Equity,FOS SPA,6.1273,10.5385,14.72,11.4399,7.9488,7.6255,4.3629, , 
FRACTL SS Equity,FRACTAL GAMING GROUP AB,232.5278,496.8755,76.8191,-7.0647,2881.0789,730.6053,841.5, , 
FRAMB SS Equity,FRAM SKANDINAVIEN AB,-12.2653,-1.1497,-11.3765,-39.4277,-606.4706,-84.3381,-111.4074,27.4314,36.877
FPH GR Equity,FRANCOTYP-POSTALIA HOLDING A,3.1201,6.0033,5.031,0.5978,-8.2724,4.3052,0.5599,3.8015,6.229
F2M SS Equity,FREE2MOVE HOLDING AB,-15.1331,-11.9382,-13.3023,-74.666,-7.5904,-20.5791,-64.6529, ,-21.8685
FREEM SS Equity,FREEMELT HOLDING AB,-5049.7778,-3501,-9663.8574,-289.2366, , , , , 
FRGT US Equity,FREIGHT TECHNOLOGIES INC,-9.6315,-10.225,-7.7856, , , , , , 
FREJA SS Equity,FREJA EID GROUP AB,-6.2789,-17.5309,-80.8391,-56.2891,-46.2019, ,-617.2609,-400.0357,-395.6596
FRLI US Equity,FRELII INC, , , , ,-1693.8094, ,-1693.8094,-2.8542,-2.0923
FEIM US Equity,FREQUENCY ELECTRONICS INC,46.0459,-29.9487,-104.3896,-7.5433,-102.0748,-33.9398,-156.8987,-50.1667,18.8397
FQT AV Equity,FREQUENTIS AG,20.4198,18.4792,33.8631,47.7232,43.5902,20.9708,35.73,24.7608,15.7847
FRSH US Equity,FRESHWORKS INC-CL A, , , , , , , , , 
FDBL US Equity,FRIENDABLE INC, , , ,-2.8559,-3.9417,-1.6777,-0.5042, , 
FRNT CN Equity,FRNT FINANCIAL INC,-140.6452,-99.6935,-120.7593,-282.8692,-32.602,-3.5324, , , 
FRWAB SS Equity,FRONTWALKER AB,-103.6872,-18.034,-22.8329,0.1573,-1.7802,-15.7306,-16.89,-9.1947,-6.2389
FTI CN Equity,FTI FOODTECH INTL, , , , , , , , , 
FEW GR Equity,FUNKWERK AG,113.8986,94.1268,49.9702,36.6618,25,19.7949,14.448,11.1154,86.657
FUUN US Equity,FUTURENET INC, , , , , , , , , 
1YT GR Equity,FUTURESMART HOLDINGS AG NAME,-124.5685, , , , , , , , 
GAEX US Equity,GA EXPRESS INC, , , , , , , , , 
GAPW SS Equity,GAPWAVES AB,-255.5385,-71974,-461.5179, ,-568.8243,-155.2913,-174.928,-89.0428, 
GRMN US Equity,GARMIN LTD, , , , , , , , , 
IT US Equity,GARTNER INC,8.8235,9.3159,8.717,7.727,4.2387,3.599,2.0486,-0.0495,11.0699
GAWK US Equity,GAWK INC, , , , , , , , , 
GBG LN Equity,GB GROUP PLC,-4.4478,-15.9768,13.0474,26.2434,9.7048,21.375,25.1945,20.1161,33.8972
INW GR Equity,GBS SOFTWARE AG, , ,-2366.541,-1599.1857, , ,-17.6015,-66.9823,5.8592
GTCH US Equity,GBT TECHNOLOGIES INC,-1.2806,-0.5991,-1.9533,-6.4899,-2.635,-28.39,-7.8103,-3.3803,-217.6902
4991 TT Equity,GCS HOLDINGS INC,16.9026,-12.9228,-11.3592,-6.6524,56.4849,59.4816,75.3825,20.7277,9.693
GCTS US Equity,GCT SEMICONDUCTOR HOLDING IN, , , , , , , , , 
AMPLUS CY Equity,GD AMPLUS PCL, , , , , , , , , 
GEA FP Equity,GEA,4742.9648,59.8571,98.5147,60.5577,206.1662,340.9162,321.516,348.0634,375.3404
ALGEC FP Equity,GECI INTERNATIONAL,8.6061,-5.2727,-27.5714,8.1399,-10.8088,-16.0563,-6.4657, , 
GOSY US Equity,GECKOSYSTEMS INTERNATIONAL, , , , , , , , , 
GOCH US Equity,GEEKS ON CALL HOLDINGS INC, , , , ,-3692.6631, , , , 
GELN LN Equity,GELION PLC,-2701.6667,-2519,-124.4795,-114.4617,-38.2849, , , , 
GEN US Equity,GEN DIGITAL INC,1.6592,3.0598,7.9762,6.2222,1.8112,0.7596,-0.6016,-0.4808,6.0933
GNSS US Equity,GENASYS INC, , , , , ,149.7143,-70.479, , 
GNRD US Equity,GENERAL DATACOMM INDUSTRIES, , , , ,-0.9657, , , , 
AICO CN Equity,GENERATIVE AI SOLUTIONS CORP,-22.5184, , ,-6.2265, , , , , 
AIG CN Equity,GENESIS AI CORP,-547.0762,-113.5366, ,-186.8335, , , , ,-75.198
GNIP LN Equity,GENIP PLC, , , , , , , , , 
G US Equity,GENPACT LTD,8.8302,9.514,8.6424,8.7289,7.8002,8.4558,7.1774,8.2992,14.5622
GSPH US Equity,GEOSPATIAL CORP, , , , ,-1.9989, ,-1.9989,-4.0858,-4.3119
GETB LN Equity,GETBUSY PLC,4.2283,-2.7153,-3.1769,-16.5564,-24.9697,-29.2564,-240,-67.2581, 
GIGAQ US Equity,GIGA-TRONICS INC, ,-14.4562,-49.9231,-11.1856,-1.7183,-0.4745,-6.7983,-17.6241,-9.6789
GCT US Equity,GIGACLOUD TECHNOLOGY INC - A,510.2422,88.7726,61.6602,127.356,960.5217, , , , 
GIGA SM Equity,GIGAS HOSTING SA, ,-0.1714,-0.4376,-2.1927,-0.5182,6.2813,0.8182,-6.1915,-17.5283
GGS GR Equity,GIGASET AG, , ,0.7419,1.3656,-8.6953,10.5779,11.7709,14.66,15.09
GTLB US Equity,GITLAB INC-CL A, , , , , , , , , 
GMPW US Equity,GIVEMEPOWER CORP, , , , ,-0.8717, , , , 
GLEX NO Equity,GLEX AS, , , ,-9.7451,1.8049,6.3313, , , 
VRAR US Equity,GLIMPSE GROUP INC/THE, , , ,-26.0775,-60.4073, , , , 
GLINT PL Equity,GLINTT - GLOBAL INTELLIGENT,4.0843,4.5831,7.952, ,2.9945,3.021,2.0611,1.7383,2.3932
APP CN Equity,GLOBAL COMPLIANCE APPLICATIO,-35.7548,-58.512,-63.9915,-82.7679,-42.7645,-188.6594,-74.0164,-19.8584, 
GDSI US Equity,GLOBAL DIGITAL SOLUTIONS INC, , , , , , , , , 
DOM SM Equity,GLOBAL DOMINION ACCESS SA,77.242,56.7683,69.0278,53.3008,149.283,28.4515,4.7874,5.0078,4.3838
GPTX US Equity,GLOBAL PAYMENT TECH INC, , , , , , , , , 
GLPT US Equity,GLOBAL PROFIT TECHNOLOGIES I, , , , , , , , , 
BLOK/H CN Equity,GLOBALBLOCK DIGITAL ASSET TR, , , , , ,-223.5582,-94.578,-2.8307,-91.2525
GFS US Equity,GLOBALFOUNDRIES INC,-2.0189,11.1782,10.5135,-0.526,-10.7264,-7.0488,-14.933, , 
GLOB US Equity,GLOBANT SA,18.4829,48.4564,82.9815,157.8503,34.601,65.8524,439.4342,349.1158,1209.0731
