Ticker,Name,Debt/Assets:2024,Debt/Assets:2023,Debt/Assets:2022,Debt/Assets:2021,Debt/Assets:2020,Debt/Assets:2019,Debt/Assets:2018,Debt/Assets:2017,Debt/Assets:2016
APPS US Equity,DIGITAL TURBINE INC,45.3214,33.1846,36.5637,5.5909,10.7021,0,6.1404,9.0026,8.555
DGV IM Equity,DIGITAL VALUE SPA,13.3165,13.8458,12.2981,16.8403,10.6364,8.2039,3.6195,21.1395, 
DWF FH Equity,DIGITAL WORKFORCE SERVICES O,3.0983,4.0779,9.0063,5.5401,25.2463,6.0255,4.7063, , 
DIGIGR FH Equity,DIGITALIST GROUP OYJ,378.6514,312.3646,289.0445,231.3739,98.7681,102.2298,50.3166,45.5108,77.5893
DOCN US Equity,DIGITALOCEAN HOLDINGS INC,103.2072,112.958,90.1034,69.6183,60.356,63.1635, , , 
DGTW US Equity,DIGITALTOWN INC, , , , , ,1713.7509,311.4099,57.667,0
DIGI US Equity,DIGITILITI INC, , , , , , , , , 
DSG LN Equity,DILLISTONE GROUP PLC,21.4542,17.2303,18.9902,20.3915,22.4571,10.0732,3.8359,3.3912,1.2509
DIOD US Equity,DIODES INC,3.8386,4.1481,9.3343,15.2433,24.6687,9.2075,14.676,18.0789,27.9665
DCSI CN Equity,DIRECT COMMUNICATION SOLUTIO,243.4539,48.9428,51.8688,36.6137,24.4165,17.6594,37.8634,66.2478, 
DSCV LN Equity,DISCOVERIE GROUP PLC,35.1129,24.825,27.012,22.8631,27.2245,26.2565,24.5782,18.938,24.5036
DIVIOB SS Equity,DIVIO TECHNOLOGIES AB,0,0,0,0,0,7.1276,19.5479,0, 
DLAB SS Equity,DLABORATORY SWEDEN AB,0,1.4369,2.4228,3.2513,23.7229,26.72, , , 
DCBO CN Equity,DOCEBO INC,0.7839,1.3317,1.0808,1.4922,1.5021,5.4024,70.5122,35.1804, 
DOC AU Equity,DOCTOR CARE ANYWHERE GRO-CDI,55.1591,35.4312,1.5858,0,0,0,0, , 
DOCU US Equity,DOCUSIGN INC,4.8145,29.4847,34.7162,39.1932,34.2905,27.1714,0,0,0
DLB US Equity,DOLBY LABORATORIES INC-CL A,1.511,1.6997,1.8941,2.3221,2.7812,0,0,0,0
DOMO US Equity,DOMO INC - CLASS B,57.3766,53.1906,50.7725,48.5003,46.6342,33.2312,29.8233,0, 
DONE SS Equity,DONE.AI GROUP AB,0,0.5606,0.5444,0.4912,0,0,0,0.0602, 
DFIN US Equity,DONNELLEY FINANCIAL SOLUTION,16.8013,18.664,25.824,20.5253,34.7967,42.4512,41.752,51.2927,59.9653
DORO SS Equity,DORO AB,1.4375,1.6339,10.0465,16.9947,9.9665,16.8465,16.389,13.7943,18.2079
DOTD LN Equity,DOTDIGITAL GROUP PLC,2.4925,2.1403,2.9342,4.5587,6.6304,0.0093,0.0103,0,0
DOTSOFT GA Equity,DOTSOFT SA, ,7.6281,14.4421,5.2006, , , , , 
DV US Equity,DOUBLEVERIFY HOLDINGS INC,7.1829,6.95,8.0762,0.5099,5.2729,16.7465, , , 
DVAR US Equity,DOVARRI INC, , , , , , , , , 
DOX IM Equity,DOXEE SPA,44.671,46.2668,37.5125,29.3945,25.7427,41.9469, , , 
DOCS US Equity,DOXIMITY INC-CLASS A,1.3476,1.3754,0.1098,0.4982,1.6434, , , , 
DPRO CN Equity,DRAGANFLY INC,4.1962,10.5048,3.1435,1.1775,3.1139,4.2235,406.3481, , 
DWAY US Equity,DRIVEITAWAY HOLDINGS INC,232.947,591.4294,318.4189,10.8773,7.527,0,0,0,0
DBX US Equity,DROPBOX INC-CLASS A,90.1179,68.061,73.779,76.6247,46.8959,37.2962,9.6629,17.0899,25.6124
DROR US Equity,DROR ORTHO-DESIGN INC, , , , , , , , , 
DSS US Equity,DSS INC,60.2144,41.0139,26.4981,21.2729,2.6502,16.8421,15.9385,36.4094,34.9393
DUSYF US Equity,DUESENBERG TECHNOLOGIES INC, , , , , , , , , 
DUOL US Equity,DUOLINGO,4.1987,2.2112,3.1449,4.404,4.6267,9.7224, , , 
DUOT US Equity,DUOS TECHNOLOGIES GROUP INC,24.4092,39.3215,40.7761,54.9418,28.8616,28.0511,1.7713,2.8864,181.03
DXC US Equity,DXC TECHNOLOGY CO,35.0948,33.8593,30.6271,31.6181,44.1936,25.0626,23.6137,34.2029, 
DXSP PZ Equity,DXS INTERNATIONAL PLC,9.9496,9.1077,3.9585,5.9411,0,0,9.8608,0.6104,4.2537
DND CN Equity,DYE & DURHAM LTD,68.9913,64.3526,51.8641,38.498,117.1262,85.7274,90.0881, , 
KAS CN Equity,DYNAMITE BLOCKCHAIN CORP,0,0,0.4237,2.9162,28.2307,136.0973,0.9718,325.8569,14.3475
DYSL US Equity,DYNASIL CORP OF AMERICA, , , , , ,19.5673,10.8239,11.0802,24.9384
DT US Equity,DYNATRACE INC,2.039,2.7184,13.3302,19.4842,24.9153,56.3825,0, , 
DZSIQ US Equity,DZS INC, ,27.1641,13.4071,6.2872,25.3713,23.9174,24.1591,18.587,16.7752
EBYH US Equity,E-BUY HOME INC, , , , , , , , , 
EDTA US Equity,E-DATA CORPORATION, , , , , , , , , 
EMNC US Equity,E-MONEE.COM INC, , , , , , , , , 
ALAGO FP Equity,E-PANGO SAS, ,77.1875,35.2043,23.2123,23.2711,23.393, , , 
ETWO US Equity,E2OPEN PARENT HOLDINGS INC,34.336,24.5766,18.2369,13.5121,66.0903,49.9739, , , 
EAXR US Equity,EALIXIR INC, , , , , , , , , 
SPOT CN Equity,EARTHLABS INC,3.9129,4.3372,0.2205,0.3101,1.1867,2.3037,0,0, 
EATR US Equity,EASTERN ASTERIA INC, , , , , , , , , 
ESY GR Equity,EASY SOFTWARE AG,0,0,0,9.7814,18.0016,28.1855,17.657,14.5608,11.4274
EFIT GR Equity,EASYMOTION TEC AG, ,0,0,0,3.2353,9.0294,12.7741, , 
ESSI US Equity,ECO SCIENCE SOLUTIONS INC, , , , , , , , , 
ECGS US Equity,ECO-GROWTH STRATEGIES INC, , , , , , , , , 
ECONB BB Equity,ECONOCOM GROUP,20.1346,20.3334,24.3055,22.7269,25.8102,30.8295,28.5823,22.0467,25.0176
CTRL CN Equity,EDGE TOTAL INTELLIGENCE INC,31.9894,143.9409,217.0654,65.2673,0,0, , , 
EGIL US Equity,EDGETECH INTERNATIONAL INC, , , , , , , , , 
YFI CN Equity,EDGEWATER WIRELESS SYSTEMS I, ,26.7627,49.1737,2.9195,54.4482,13.4269,1.4773,44.1082,35.8227
EGIOQ US Equity,EDGIO INC, , ,28.8541,46.4087,36.5,7.4242,0,0,0
ALBERT SS Equity,EEDUCATION ALBERT,4.1307,2.9382,0,0,1.0646,0,0, , 
EFOT US Equity,EFOTOXPRESS INC, , , , , , , , , 
EGAN US Equity,EGAIN CORP,2.9495,1.9936,2.8419,1.9753,3.3488,0,23.3254,39.6393,44.8016
EGN IM Equity,EGOMNIA SPA,41.7184,25.8491,40.4848,50.4352, , , , , 
EHVVF US Equity,EHAVE INC,85.0631,67.451,115.6138,42.5319,170.2546,84.3326,675.5594,2269.3936,1428.4601
EKI FP Equity,EKINOPS,16.9387,17.4008,15.5254,19.5187,25.718,19.6188,11.7599,14.2274,7.8303
ESTC US Equity,ELASTIC NV,26.474,34.0832,36.1683,2.8954,4.4117,0,0,0, 
ELCO US Equity,ELCOM INTERNATIONAL INC, , , , , , , , , 
ELCO LN Equity,ELECO PLC,2.8179,3.1756,4.0441,5.1911,17.1113,22.3776,28.074,15.1315,17.6476
ETCIA US Equity,ELECTR TELE-COMMUNCTN, , , , , , , , , 
EOSC US Equity,ELECTRO-OPTICAL SYSTEMS CORP, , , , , , , , , 
ELST US Equity,ELECTRONIC SYSTEMS TECHNOLOG, ,1.7777,3.3999,1.599,12.9413,2.0818,0,0,0
ELES IM Equity,ELES SEMICONDUCTOR EQUIPMENT,31.1137,31.6195,35.9365,23.4631,33.7299,32.6879,37.9323, ,35.5825
ELABS NO Equity,ELLIPTIC LABORATORIES ASA,5.3603,7.4279,3.6376,4.6158,10.6095,36.3686,42.0645, , 
ELMN SW Equity,ELMA ELECTRONIC AG-REG,18.8095,20.6992,18.7162,21.3015,29.9576,33.1764,29.7964,32.9784,35.5993
ELG GR Equity,ELMOS SEMICONDUCTOR SE,14.1528,14.6092,14.9247,18.2074,11.5245,11.1644,11.8595,15.1851,11.5687
ELTEL SS Equity,ELTEL AB,23.0612,20.0224,27.8108,24.4293,22.2353,32.6685,24.2107,19.8382,29.4907
EMBA US Equity,EMAMBA INTERNATIONAL CORP, , , , , , , , , 
EMART SS Equity,EMBEDDEDART GROUP AB,4.1973,0,1.6923,1.4487,4.5787,5.6964,11.6695, ,20.8582
EMRG CN Equity,EMERGENCE GLOBAL ENTERPRISES, , , ,16.8664,18699.7012,32907.8125,4064.5854,4017.5967,81.0626
MSN US Equity,EMERSON RADIO CORP,1.0012,0.6439,1.3829,1.3038,1.2665,0,0,0,0
ENA CN Equity,ENABLENCE TECHNOLOGIES INC,559.4045,210.6868,416.9456,2533.573,1742.6006,1054.1646,197.3201,98.0162,55.1824
DAVA US Equity,ENDAVA PLC- SPON ADR,19.9983,8.9621,8.9888,13.5776,14.7849,0.0094,13.0875,27.6974,21.1847
EDXC US Equity,ENDEXX CORP, , , , , , , , , 
E2N GR Equity,ENDOR AG, , ,45.2678,34.2823,23.3363,11.9743,8.7586,3.5823,0.0002
ENEA SS Equity,ENEA AB,11.9247,19.7282,17.7157,25.598,20.4247,18.0983,32.9826,9.8826,15.2587
ALNN6 FP Equity,ENENSYS TECHNOLOGIES SA,58.7812,61.2669,68.6612,85.8553, , , , , 
ENENTO FH Equity,ENENTO GROUP OYJ,33.8327,32.0225,30.5764,30.6905,30.6622,31.015,31.1874,43.5223,44.4871
ALNRG FP Equity,ENERGISME SA, ,19.6965,48.6324,28.568,31.8035,14.666,18.2228,14.2371, 
PLUG CN Equity,ENERGY PLUG TECHNOLOGIES COR,0,0,0,0,0,0,0,0,0
ENERS SS Equity,ENERSIZE OYJ,0,0,0,0,0,7.8808,42.8119,9.3391,62.9223
EXR LN Equity,ENGAGE XR HOLDINGS PLC, ,0.9455,0.2124,0.2275,1.7197,2.1914,0,0,68.4016
ENGH CN Equity,ENGHOUSE SYSTEMS LTD,1.3303,1.5826,2.8194,3.7949,5.5204,0.1901,0.3225,0.5859,0.9659
ENHT US Equity,ENHERENT CORP, , , , , , , , , 
EBWK US Equity,ENIGMA-BULWARK LTD, , , , , , , , , 
NLTA/H CN Equity,ENLIGHTA INC, , , , , , , , ,0
ENVX US Equity,ENOVIX CORP,37.0299,34.1706,2.0103,1.99,0, , , , 
ENSU NO Equity,ENSURGE MICROPOWER ASA,117.2208,118.8496,104.2099,105.909,181.4336,224.0072,15.3214,8.4966,12.4522
ENTG US Equity,ENTEGRIS INC,48.4484,52.8857,58.0404,31.5726,38.9168,39.3602,40.5094,34.1256,34.4022
ETER US Equity,ENTERRA CORP, , , , , , , , , 
EPAM US Equity,EPAM SYSTEMS INC,3.4366,3.9506,4.8195,6.788,9.7894,11.7397,1.553,2.0022,2.7055
EPAZ US Equity,EPAZZ INC, , , , , , , , , 
EQS FP Equity,EQUASENS, ,17.58,19.0165,25.4769,21.6809,22.2689,19.2969,9.4735,6.9019
ERFB US Equity,ERF WIRELESS INC, , , , , , , , , 
ERICB SS Equity,ERICSSON LM-B SHS,15.5746,18.29,12.0828,13.4595,14.5325,17.2145,12.3251,12.7154,9.4181
ESYS LN Equity,ESSENSYS GROUP LTD,6.3369,5.7096,6.6096,3.7073,9.4519,20.3614,55.6381,56.4772,34.8657
ESK AU Equity,ETHERSTACK PLC-CDI,24.0457,16.6307,3.6275,5.129,10.5107,45.1563,29.21,28.7581,12.1812
ETRI NO Equity,ETRINELL AS, , , , , , ,0,5.5517,0
ETH IM Equity,EUROTECH SPA,23.8841,20.2563,18.1327,15.5537,18.2363,10.9032,8.6641,9.8741,8.2222
EVCM US Equity,EVERCOMMERCE INC,38.3427,35.0575,33.7021,32.8325,0.5494,0.5033, , , 
MRAM US Equity,EVERSPIN TECHNOLOGIES INC,5.9674,8.2909,16.8001,14.4515,31.9745,31.7794,27.7189,45.1347,22.7527
ET CN Equity,EVERTZ TECHNOLOGIES LTD,4.7895,6.5991,6.3775,6.1732,6.785,0.1142,0.2132,0.2467,0.2512
EBZT US Equity,EVERYTHING BLOCKCHAIN INC, , , , , , , , , 
OKAI CN Equity,EVOKAI CREATIVE LABS INC, ,0,0,0,0,0,0,0,0
EVH US Equity,EVOLENT HEALTH INC - A,21.3097,24.0568,26.1993,19.7587,26.229,24.6188,12.8342,9.2477,10.0249
EVS BB Equity,EVS BROADCAST EQUIPMENT S.A.,4.4067,5.7001,6.6025,8.676,15.7676,11.9416,5.5256,9.5575,12.3537
EWLL US Equity,EWELLNESS HEALTHCARE CORP, , , , , , , , , 
EWRK SS Equity,EWORK GROUP AB,6.0027,6.304,9.614,6.3118,7.5671,15.5343,10.5529,7.1284,2.1472
EWRC US Equity,EWORLD COS INC, , , , , , , , , 
EXL GR Equity,EXASOL AG,0,0,0,0.0706,0.0867,6.9464,6.7018, , 
XBLK/X CN Equity,EXEBLOCK TECHNOLOGY CORP,0,0,0,0,0,0,0,0, 
XELA US Equity,EXELA TECHNOLOGIES INC, ,174.2734,159.9457,127.4956,141.5328,124.5754,84.7694,78.0382,109.7779
EXEO US Equity,EXEO ENTERTAINMENT INC, , , , , , , , , 
EXLS US Equity,EXLSERVICE HOLDINGS INC,22.6526,18.8463,23.3005,27.0776,26.5221,28.2767,26.8568,7.4269,6.4445
EXBX US Equity,EXOBOX TECHNOLOGIES CORP, , , , , , , , , 
EXOD US Equity,EXODUS MOVEMENT INC - A,0, , , ,0,2.2833, , , 
EXFY US Equity,EXPENSIFY INC - A,3.7235,16.7176,32.2416,38.1889,58.9288,57.8294, , , 
EXAI IM Equity,EXPERT.AI SPA, ,27.0534,33.9041,32.0816,33.7442,36.9789,37.4507,35.5027,32.3417
EXS SS Equity,EXSITEC HOLDING AB,34.2822,18.7068,18.6114,20.7991,1.1195,19.9761,25.5557, , 
EXTR US Equity,EXTREME NETWORKS INC,22.9815,23.1766,32.8617,38.6939,49.0799,23.6169,25.6743,20.1658,14.806
EOID SS Equity,EYEONID GROUP AB,0,0,0,0,0,0,0,0,0
AXCG US Equity,EYES ON THE GO INC, , , , , , , , , 
EZEN US Equity,EZENIA! INC, , , , , , , , , 
FSECURE FH Equity,F-SECURE CORP,64.8574,71.541,11.7095,0.629,0.6757,0.7893, , , 
FFIV US Equity,F5 INC,4.4462,5.3538,12.5975,14.3133,16.5254,0,0,0,0
FAA GR Equity,FABASOFT AG,2.5954,2.5023,2.4261,2.1515,2.2053,0,0,0,0
FACE SM Equity,FACEPHI BIOMETRIA SA,24.7965,28.8446,35.4883,35.0589, ,27.682,38.0714,51.2871,64.5912
FCTI US Equity,FACT INC, , , ,1021.721,0,0, , , 
FADL LN Equity,FADEL PARTNERS INC,2.0194,1.8102,10.4683,0,0,0.1293, , , 
FAE IM Equity,FAE TECHNOLOGY SPA-SOCIETA',22.4629,20.2812,21.7789,28.7314,50.0585, , , , 
FALC US Equity,FALCONSTOR SOFTWARE INC, ,19.2924,23.3493,17.8907,35.3566,38.8816,19.5636,2.8009,0
FDM/X CN Equity,FANDIFI TECHNOLOGY CORP, ,0,0,0,0,0,0,0.3916, 
FFZY US Equity,FANSFRENZY CORP, , , , , , , , , 
FFAI US Equity,FARADAY FUTURE INTELLIGENT E,23.1293,27.2025,12.958,20.7486,166.6413, , , , 
FMHS US Equity,FARMHOUSE INC, , , , , , , , , 
FSLY US Equity,FASTLY INC - CLASS A,27.8813,28.4108,42.746,47.7873,5.7896,9.2314,31.2183,21.4443, 
FASTPC DC Equity,FASTPASSCORP A/S,25.9287,9.3563,23.2379,13.7528,8.3688,6.3289,0.3856,5.7066,0.3724
FATN US Equity,FATPIPE INC/UT,13.2235,16.7128,8.7089, , , , , , 
FDP LN Equity,FD TECHNOLOGIES PLC,15.1871,15.2141,20.3212,26.5256,31.3249,12.7028,11.2162,11.7556,13.5567
FDM LN Equity,FDM GROUP HOLDINGS PLC,19.4778,16.2518,9.9002,12.0165,14.1106,18.8205,16.0084,0,0
FNDX CN Equity,FENDX TECHNOLOGIES INC,0,0,0,0,0, , , , 
FERRO SS Equity,FERROAMP AB,17.5978,1.6481,0.1228,1.2985,0.5353,2.0375,21.5932,16.2898,5.5561
FBCE US Equity,FIBERCORE INC, , , , , , , , , 
FDA IM Equity,FIDIA SPA,27.1985,35.7319,24.2905,34.1067,37.8105,34.3925,29.855,29.616,27.6342
FTC LN Equity,FILTRONIC PLC,11.9375,12.8,11.0706,14.7816,16.4312,1.9143,2.7849,0,7.3212
FCL AU Equity,FINEOS CORP HOLDINGS PLC-CDI,2.899,3.8048,5.8435,8.3875,11.0419,38.9102, , , 
FINGB SS Equity,FINGERPRINT CARDS AB-B,4.8,9.9206,21.9509,17.5375,1.4348,1.3276,0,13.1004,0
FIN LN Equity,FINSETA PLC,34.3909,44.1648,54.7796,0,0,0,0,0, 
WERX CN Equity,FINTECHWERX INTERNATIONAL SO,0,0, , , , , , , 
FTG CN Equity,FIRAN TECHNOLOGY GROUP CORP,20.4144,23.402,13.9195,16.284,21.7638,7.3811,10.4349,20.0099,20.2428
AIFF US Equity,FIREFLY NEUROSCIENCE INC,0,17.6983,11.6789,2.993,13.1329,6.2994,0,0,0
FIVN US Equity,FIVE9 INC,60.1171,53.1176,63.5251,69.1998,61.4077,46.2963,52.6823,36.4614,43.519
FLEX US Equity,FLEX LTD,20.5455,19.6104,24.5692,28.2432,25.4303,22.6271,21.4397,23.4421,22.4026
FLOWS SS Equity,FLOWSCAPE TECHNOLOGY AB,0,0,0.0438,1.8339,2.6331,3.4397,4.1255,0.0738,0.2747
FLSP BB Equity,FLOWSPARKS, ,1.2231,3.5205,6.2627,11.3726,19.4094, , ,28.8926
MLFNP FP Equity,FNP TECHNOLOGIES SA, , , , , , , , , 
FOBI CN Equity,FOBI AI INC, ,1.1516,0.4754,0.5061,25.8679, ,0,0,0
TUNE LN Equity,FOCUSRITE PLC,17.0317,13.3273,7.3531,-0.2116,11.1184,0.8407,0,0,0
FCGY US Equity,FORECASTAGILITY CORPORATION, , , , , , , , , 
FRXX US Equity,FORECROSS CORPORATION, , , , , , , , , 
FORA US Equity,FORIAN INC,14.2744,41.1848,55.6628,44.2142,0,0.5878,0.0846,0.9859, 
FRMC US Equity,FORMCAP CORP, , , , , , , , , 
FORM US Equity,FORMFACTOR INC,3.4223,4.35,4.9963,6.2003,7.1836,11.2068,8.8999,16.3432,22.3231
FPIP SS Equity,FORMPIPE SOFTWARE AB,2.9223,4.5259,5.65,1.9479,8.9085,4.8908,10.9533,13.5229,16.2467
FORSE FP Equity,FORSEE POWER SACA,37.9931,36.9254,42.0103,31.6877,95.6046,55.1578,62.4223,33.3134, 
FEV GR Equity,FORTEC ELEKTRONIK AG,9.7104,10.812,13.5609,17.0575,17.0632,10.584,8.8405,11.3452,16.3231
FTNT US Equity,FORTINET INC,10.9945,14.7598,17.439,17.827,1.3129,1.1884,0,0,0
FNOX SS Equity,FORTNOX AB,5.1531,5.5053,15.7595,24.8642,18.9667,9.8284,25.4646,7.1528,0
FRTN US Equity,FORTRAN CORP, , , , , , , , , 
FORD US Equity,FORWARD INDUSTRIES INC,23.2509,25.0189,24.0115,27.7037,40.1074,18.7717,11.9377,0,0
FOS IM Equity,FOS SPA, ,23.6988,23.5637,26.1895,25.5218,22.176,37.8654, , 
FRACTL SS Equity,FRACTAL GAMING GROUP AB,1.4074,3.9113,22.6415,25.7175,12.2282,10.1546,17.7958, , 
FRAMB SS Equity,FRAM SKANDINAVIEN AB,0,0,0,8.3836,0,0,0,0,2.0521
FPH GR Equity,FRANCOTYP-POSTALIA HOLDING A,32.6443,41.4012,43.2022,24.2248,27.204,26.9766,23.4873,25.5246,22.9721
F2M SS Equity,FREE2MOVE HOLDING AB,3.2945,3.7511,9.1564,3.7811,36.9829,26.2905,0,6.6352,5.916
FREEM SS Equity,FREEMELT HOLDING AB,0,0,0,0,0,0, , , 
FRGT US Equity,FREIGHT TECHNOLOGIES INC,58.7621,30.5068,32.138,0,0,0, , ,0
FREJA SS Equity,FREJA EID GROUP AB,55.6513,31.2362,28.7099,14.4866,6.8432,18.0096,0,0,0
FRLI US Equity,FRELII INC, , , , , , ,0,0, 
FEIM US Equity,FREQUENCY ELECTRONICS INC,7.4292,10.2502,10.5927,10.4242,17.8338,0,0,0,4.9109
FQT AV Equity,FREQUENTIS AG,14.1166,11.9139,11.6382,13.4572,16.3264,17.3388,4.1177,3.959,5.2439
FRSH US Equity,FRESHWORKS INC-CL A,2.3757,2.0246,2.0413,0,0,0, , , 
FDBL US Equity,FRIENDABLE INC, , , ,76.1067,137.9244,438.4042,24955.0254,11483.1455, 
FRNT CN Equity,FRNT FINANCIAL INC,1.7199,6.4166,5.8507,4.6273,10.9934,132.7008, , , 
FRWAB SS Equity,FRONTWALKER AB,8.3642,6.1803,6.5616,3.3848,11.1027,20.6769,8.3072,20.1281,18.1402
FTI CN Equity,FTI FOODTECH INTL,0,0,0,0,0,0,0,0,0
FEW GR Equity,FUNKWERK AG,0.5786,0.1516,0.3247,0.0986,0.6234,0.1438,0.2248,1.1098,0
FUUN US Equity,FUTURENET INC, , , , , , , , , 
1YT GR Equity,FUTURESMART HOLDINGS AG NAME, , , , , , , , , 
GAEX US Equity,GA EXPRESS INC, , , , , , , , , 
GAPW SS Equity,GAPWAVES AB,0,0,0,0.2563,0,2.831,5.3968,14.3239,15.7406
GRMN US Equity,GARMIN LTD,1.6903,1.6367,1.8068,1.1528,1.3487,1.0378,0,0,0
IT US Equity,GARTNER INC,33.9791,39.181,43.2672,43.8261,38.8597,43.2461,36.7927,45.0195,29.3322
GAWK US Equity,GAWK INC, , , , , , , ,95.0112, 
GBG LN Equity,GB GROUP PLC,12.056,13.42,11.94,0.9331,13.0465,17.0946,3.9965,8.0127,3.9162
INW GR Equity,GBS SOFTWARE AG, ,0,0,0.0015,0,0.0001,0.0082,0,0
GTCH US Equity,GBT TECHNOLOGIES INC,65225.4688,7924.9819,1858.4087,282.5212,1401.0975,321.3476,11.8038,27.6611,290.4169
4991 TT Equity,GCS HOLDINGS INC,5.5953,10.1539,9.2237,4.5361,4.0881,2.901,2.8963,6.3408,16.4816
GCTS US Equity,GCT SEMICONDUCTOR HOLDING IN, ,0.0819,0.2801,1.5515, , , , , 
AMPLUS CY Equity,GD AMPLUS PCL, , , , , , , , , 
GEA FP Equity,GEA,0.0098,0.0085,0.008,0.0039,0.0049,0.0035,0.0037,0.0078,0.0061
ALGEC FP Equity,GECI INTERNATIONAL,18.7775,42.9868,47.2818,55.1113,55.3614,41.2352,35.1941,34.3993,40.5402
GOSY US Equity,GECKOSYSTEMS INTERNATIONAL, , , , , , , , , 
GOCH US Equity,GEEKS ON CALL HOLDINGS INC, , , , , , , , , 
GELN LN Equity,GELION PLC,0,0,0,2.8426,1.8327,0, , , 
GEN US Equity,GEN DIGITAL INC,54.4798,61.5727,55.1491,58.0569,55.8759,27.9332,31.8929,45.0424,18.7558
GNSS US Equity,GENASYS INC,30.221,10.6021,8.5409,7.6602,11.3108,0.6632,0.8336,0,0
GNRD US Equity,GENERAL DATACOMM INDUSTRIES, , , , , , , , , 
AICO CN Equity,GENERATIVE AI SOLUTIONS CORP,0,0,4.3453,14.1501, , , , , 
AIG CN Equity,GENESIS AI CORP,9.9007,24.5097,0,0,0,74.5194,0,0,7.7106
GNIP LN Equity,GENIP PLC, , , , , , , , , 
G US Equity,GENPACT LTD,28.9763,31.2753,37.006,40.1999,40.7463,41.1643,36.9499,35.2477,31.0939
GSPH US Equity,GEOSPATIAL CORP, , , , , , ,991.6558,724.3412,431.0015
GETB LN Equity,GETBUSY PLC,24.4816,12.5824,14.737,21.5026,26.7343,7.6736,0,0,0
GIGAQ US Equity,GIGA-TRONICS INC, ,66.8107,24.0968,23.1681,32.2765,29.3518,25.0623,8.2213,12.3906
GCT US Equity,GIGACLOUD TECHNOLOGY INC - A,45.2265,47.7903,34.7088,1.5671,2.1259, , , , 
GIGA SM Equity,GIGAS HOSTING SA, ,48.7955,46.7645,39.5474,23.9986,46.8314,45.4099,40.1134,35.3047
GGS GR Equity,GIGASET AG, , ,9.8173,9.9296,9.848,9.1144,6.3358,0,0
GTLB US Equity,GITLAB INC-CL A,0,0,0,0,0, , , , 
GMPW US Equity,GIVEMEPOWER CORP, , , , , , , , , 
GLEX NO Equity,GLEX AS, , , ,17.5522,65.1716,78.6613, , , 
VRAR US Equity,GLIMPSE GROUP INC/THE,5.6849,3.4162,0,19.3673,86.7409,0, , , 
GLINT PL Equity,GLINTT - GLOBAL INTELLIGENT,23.5731,22.9914,23.028,26.1624,28.9699,25.4551,24.5538,26.2607,26.6444
APP CN Equity,GLOBAL COMPLIANCE APPLICATIO,1215.2065,306.9275,76.8388,30.3017,114.9039,41.1183,11.5747,38.3296, 
GDSI US Equity,GLOBAL DIGITAL SOLUTIONS INC, , , , , , , , , 
DOM SM Equity,GLOBAL DOMINION ACCESS SA,25.7962,19.7065,24.3306,14.9728,14.8168,7.3623,11.904,6.5635,8.5783
GPTX US Equity,GLOBAL PAYMENT TECH INC, , , , , , , , , 
GLPT US Equity,GLOBAL PROFIT TECHNOLOGIES I, , , , , , , , , 
BLOK/H CN Equity,GLOBALBLOCK DIGITAL ASSET TR,0,0,0,0,0,0,0,546.17,3256.4866
GFS US Equity,GLOBALFOUNDRIES INC,13.8103,15.2627,16.0081,16.2276,22.7443,22.4062, , , 
GLOB US Equity,GLOBANT SA,12.8244,15.9435,6.4414,8.3326,8.8824,16.5677,0,3.3658,0.1524
GN DC Equity,GN STORE NORD A/S,37.5257,44.0539,53.1335,49.1084,35.0977,42.1447,29.7304,30.34,27.9081
GOFORE FH Equity,GOFORE OYJ,12.9628,16.1307,14.5944,14.2309,20.89,20.3202,10.6675,16.3493, 
GGSM US Equity,GOLD AND GEMSTONE MINING INC, , , , , , , , , 
GMGI US Equity,GOLDEN MATRIX GROUP INC,18.1205,5.1284, ,0.0007, , , , , 
GOLQ US Equity,GOLOGIQ INC, , ,0,0,0,0, , , 
GOMX SS Equity,GOMSPACE GROUP AB,31.1709,30.0226,32.5898,11.7926,15.2642,17.9884,5.4718,10.8586,6.5349
GHH LN Equity,GOOCH & HOUSEGO PLC,19.5013,20.4821,14.198,10.9486,19.3493,17.3034,16.118,7.6246,8.8319
GMER US Equity,GOOD GAMING INC,0,0,0,0.243,13352.6338,11609.7979,285.2939,125.9648,27.8372
GBK SS Equity,GOODBYE KANSAS GROUP AB,45.1951,11.8977,26.671,4.192,1.7361,1.1766,1.0756,6.3168,22.3065
GPRO US Equity,GOPRO INC-CLASS A,22.4786,13.2922,17.0872,22.7422,36.2364,27.8594,19.9027,15.2953,0
GREAT SS Equity,GREATER THAN AB,1.747,3.3389,0.777,1.4658,13.9853,12.1932,44.5637,21.0705, 
INKW US Equity,GREENE CONCEPTS INC, , , , , , , , , 
GMERCB SS Equity,GREENMERC AB,0,0,0, , , , , , 
LAABD US Equity,GREENTECH INNOVATIONS INC, , , , , , , , , 
GEAT US Equity,GREETEAT CORP, , , , , , , , , 
GDYN US Equity,GRID DYNAMICS HOLDINGS INC,2.1319,2.5269,1.9801,0,0,0.1338,0, , 
GRWC US Equity,GROW CAPITAL INC, , , , ,48.9181,15.8732,0,95.546,108.0567
GRYP US Equity,GRYPHON DIGITAL MINING INC,73.336,0,75.0289,18.3154,27.91, , , , 
GSDT US Equity,GSDT FINTECH GROUP INC, , , , , , , , , 
