Ticker,Name,Debt/Assets:2024,Debt/Assets:2023,Debt/Assets:2022,Debt/Assets:2021,Debt/Assets:2020,Debt/Assets:2019,Debt/Assets:2018,Debt/Assets:2017,Debt/Assets:2016
TNLX US Equity,TRANS-LUX CORP, ,75.7143,53.8993,54.6989,52.5585,27.7379,43.8688,37.1263,26.3978
TACT US Equity,TRANSACT TECHNOLOGIES INC,2.6934,3.0425,4.9352,5.0457,13.9039,8.4551,0,0,0
EGR FP Equity,TRANSITION EVERGREEN, ,13.1658,9.8798,8.6939,0,52.2139,38.5998,31.5697,34.0063
TRANS SS Equity,TRANSTEMA GROUP AB,25.2156,20.7592,19.74,20.0835,25.7467,28.9299,26.8613,21.5258, 
TXCCQ US Equity,TRANSWITCH CORP, , , , , , , , , 
TGL US Equity,TREASURE GLOBAL INC,0.4033,0.9778,0,0,0, , , , 
TRUE CN Equity,TREATMENT.COM AI INC,0,0,2678.1338,0,0,0, , , 
TRLS LN Equity,TRELLUS HEALTH PLC, ,0,0,0,0, , , , 
TRD LN Equity,TRIAD GROUP PLC,11.5828,12.0147,4.7978,8.6633,11.9995,0.2396,0.2805,0.141,0.2941
TRB LN Equity,TRIBAL GROUP PLC,8.4985,14.1087,7.5038,2.3904,4.229,4.8565,0,0,1.9985
TRBE CN Equity,TRIBE PROPERTY TECHNOLOGIES,64.707,61.0494,25.6545,47.625,0,0,0, , 
TRIFOR DC Equity,TRIFORK GROUP AG,44.7348,44.8632,40.4643,39.1421,46.7795,33.56,33.091,33.0279,37.024
TMXN US Equity,TRIMAX CORP, , , , , , , , , 
TMOL US Equity,TRIMOL GROUP INC, , , , , , , , , 
TRT US Equity,TRIO-TECH INTERNATIONAL,6.7043,9.7426,13.961,11.6379,11.1834,10.1076,12.6693,15.3054,16.4375
TRIONA SS Equity,TRIONA AB, ,9.2892,12.7303,26.5659,0,0,0.2635,0,0
TPPPF US Equity,TRIPLE P N.V., , , , , , , , , 
KETA CN Equity,TRIPSITTER CLINIC LTD,9665.3096,134.4831,0, , , , , , 
TBRG US Equity,TRUBRIDGE INC,44.3207,47.0819,34.166,27.7702,25.5698,34.0597,39.991,44.7602,45.0556
TREP US Equity,TRUCEPT INC, , , , ,12.8913,6.2305,14.5091,14.0782,14.4171
TRUEB SS Equity,TRUECALLER AB-B,5.1204,5.5981,6.0364,5.2205,23.1845,0.6909,6.6873, , 
TTT CN Equity,TRUTRACE TECHNOLOGIES INC, , ,583.4595,8.4678,269.6561,0,773.8729,2123.4204, 
TTEC US Equity,TTEC HOLDINGS INC,61.7153,51.8882,49.5904,45.3598,35.4709,34.7896,26.7423,31.8892,25.6764
TTMI US Equity,TTM TECHNOLOGIES,29.259,30.7081,28.9848,31.8768,29.9801,42.0806,43.1648,35.23,40.786
TUR GR Equity,TURBON AG,1.9102,2.4486,4.0669,13.5846,16.0375,5.0322,14.822,22.9814,23.1651
TTGI CN Equity,TURNIUM TECHNOLOGY GROUP INC,3.9235,24.8158,20.1621,0,0, ,0,0, 
TBCH US Equity,TURTLE BEACH CORP,34.779,5.1558,16.9261,3.3661,2.9609,13.3459,30.6635,72.5191,70.1203
TWLO US Equity,TWILIO INC - A,11.2529,10.1404,9.8638,9.8058,6.4004,12.4301,42.237,0,0
ALTXC FP Equity,TXCOM, , , , , , , , , 
TXT IM Equity,TXT E-SOLUTIONS SPA,41.182,38.1207,40.2924,41.4998,33.3415,35.3015,34.2722,1.9976,3.5113
TYL US Equity,TYLER TECHNOLOGIES INC,12.3237,14.9014,22.3188,29.3348,0.8508,1.059,0,0,0.7364
UBXN SW Equity,U-BLOX HOLDING AG,6.7736,12.2368,14.2158,18.3624,29.6713,24.1663,21.5477,22.6712,13.984
UBQU US Equity,UBIQUITECH SOFTWARE CORP, , , , , , , , , 
UI US Equity,UBIQUITI INC,65.5993,80.9354,101.0115,59.7431,91.9509,56.5584,47.4074,26.3762,27.1121
UBYH US Equity,UBUYHOLDINGS INC, , , , , , , , , 
UDSG US Equity,UDS GROUP INC, , , , , , , , , 
CFC GR Equity,UET UNITED ELECTRONIC TECHNO, ,0.9716,1.2539,1.4443,3.3898,0.7626,5.6811,7.7537,13.1125
PATH US Equity,UIPATH INC - CLASS A,2.2699,2.3194,1.9979,2.317,5.1658, , , , 
UMLS US Equity,ULTIMATE LIFESTYLE CORP, , , , , , , , , 
UCTT US Equity,ULTRA CLEAN HOLDINGS INC,34.3924,34.2614,31.1694,31.3617,28.2812,32.7872,35.3421,9.2781,17.7963
MJLB US Equity,ULTRACK SYSTEMS INC, , , , , , , , , 
MLUMG FP Equity,UMALIS GROUP, , , , , , , , , 
UMDK GR Equity,UMT UNITED MOBILITY TECHNOLO, ,0.0005,0.0001,0.0001,0.2344,0,0,0,0
UPG BB Equity,UNIFIEDPOST GROUP SA,13.7081,45.0813,33.2328,14.0363,13.8345,80.3957,55.4588, , 
FPG FP Equity,UNION TECHNOLOGIES INFORMAT, ,23.4064,23.8211,28.3664,25.6703,25.94,6.707,10.2815,7.2097
USRC US Equity,UNISOURCE CORP, , , , , , , , , 
UIS US Equity,UNISYS CORP,28.6866,27.9282,27.5368,25.249,26.936,29.2812,26.5625,25.3579,14.8397
UCSO US Equity,UNITED CONSORTIUM LTD, , , , , , , , , 
UTRX US Equity,UNITRONIX CORP, , , , , , , , , 
U US Equity,UNITY SOFTWARE INC,34.9351,39.5192,34.5568,37.5785,4.6386,0,0, , 
OLED US Equity,UNIVERSAL DISPLAY CORP,1.2543,1.5811,2.1383,2.087,0.6894,0.7588,0,0,0
UEIC US Equity,UNIVERSAL ELECTRONICS INC,15.3841,20.3368,21.528,14.7027,7.7946,15.6945,18.2687,22.6813,9.5938
UNEH US Equity,UNIVERSAL NEW ENERGY HOLDING, , , , , , , , , 
UPIN US Equity,UNIVERSAL POWER INDUSTRY COR, , , , , , , , , 
UTRK US Equity,UNIVERSAL TRACKING SOLUTIONS, , , , , , , , , 
UNLGRP DC Equity,UNLIMIT GROUP A/S,0,0,0,0, , ,0,0,38.2175
UPYY US Equity,UPAY INC,19.0136,20.3209,25.336,31.5968,6.884,4.761,0,0,4.788
UPDC US Equity,UPD HOLDING CORP, , ,145.4902,61.6604,1325.7998,782.7745, ,99.5284,0
UPLD US Equity,UPLAND SOFTWARE INC,55.1358,55.2424,46.9829,51.3747,52.7402,59.4951,58.0036,39.9049,32.9196
UPSALE SS Equity,UPSALES TECHNOLOGY AB,0,0,0,0,0,0,44.8246,35.3303, 
UI CN Equity,URBANIMMERSIVE INC, , ,20.6231,15.6163,55.9945,51.139,44.7265,53.985,20.1082
ULY US Equity,URGENT.LY INC,101.8143,59.4287, , , , , , , 
USDC US Equity,USDATA CORPORATION, , , , , , , , , 
OSP2 GR Equity,USU SOFTWARE AG, ,14.7571,14.2637,14.4989,14.9559,8.2261,0.2628,0.2515,0
VVX US Equity,V2X INC,35.6946,37.7678,41.2393,16.9952,23.4135,13.3715,12.8681,15.5808,17.965
VLRM PZ Equity,VALEREUM PLC, ,0,0, ,0,0,0,0, 
VMRI US Equity,VALMIE RESOURCES INC, , , , , , , , ,0
VNT IM Equity,VANTEA SMART SPA,24.883,23.3217,37.2526,34.2392,12.0557, , , , 
VANTI FP Equity,VANTIVA SA,28.9535,32.5526,18.3952,41.1137,37.8396,40.4361,27.2413,29.5528,23.9671
VRNS US Equity,VARONIS SYSTEMS INC,45.3294,28.2486,30.3202,27.3169,50.7127,20.5173,0,0,0
VRTK US Equity,VARTECH SYSTEMS INC, , , , , , , , , 
VTON US Equity,VAST SOLUTIONS INC-CL B1, , , , , , , , , 
VCMP US Equity,VCAMPUS CORP, , , , , , , , , 
VCM CN Equity,VECIMA NETWORKS INC,17.937,11.1238,6.4343,2.6656,3.001,0.9857,1.0612,1.267,1.4857
V3S GR Equity,VECTRON SYSTEMS AG,0,0,12.0012,17.2008,0,39.0046,51.3415,17.7652,18.1104
VEEA US Equity,VEEA INC,60.9603,2.801,0.3086,0, , , , , 
VECO US Equity,VEECO INSTRUMENTS INC,25.1102,25.2632,27.6173,29.6681,36.9203,38.4511,31.9035,19.8656,0.1574
VEEV US Equity,VEEVA SYSTEMS INC-CLASS A,0.9436,1.2692,1.4303,2.0721,2.4135,0,0,0,0
VLDX US Equity,VELO3D INC,17.8235,29.6322,10.2433,2.6659,0, , , , 
VENZ CN Equity,VENZEE TECHNOLOGIES INC,2468.1958,1510.1458,728.3573,7.779,3.3295,52.0133,3.9964,0,0
ALVG FP Equity,VEOM GROUP, ,68.0729,62.3779,57.5908, ,9.7317,48.9721,34.3401,35.7968
MDRX US Equity,VERADIGM INC, , ,14.5836,16.1378,9.7105,32.177,21.0393,22.1709,34.7424
VERB US Equity,VERB TECHNOLOGY CO INC,2.2486,21.9577,37.0529,11.054,18.6651,18.1918,222.1604,3380.4348,823.0339
VRME US Equity,VERIFYME INC,11.0288,11.9633,11.3194,0,0.8206,31.5958,0,5.536,24.214
VMX FP Equity,VERIMATRIX SA,18.7681,21.1382,20.7244,23.7456,28.3309,26.6689,14.1225,14.0534,0.9438
VRNT US Equity,VERINT SYSTEMS INC,20.2602,19.9591,19.7544,27.4606,31.8294,27.2801,29.9534,31.6944,31.3315
VRTC US Equity,VERITEC INC,6815.1514,10664.8652,8737.9746,2418.7251,2045.9016,4072.4475,2374.4001,3938.0022,1332.5171
VERI US Equity,VERITONE INC,60.1843,37.0579,32.4347,37.6354,0,0,0,0,59.9069
VERS CN Equity,VERSES AI INC,37.5621,59.6886,4.0557, , , , , , 
VS US Equity,VERSUS SYSTEMS INC,0,0,31.051,17.0088,94.1477,146.874,94.5589,14.9544,0
VERX US Equity,VERTEX INC - CLASS A,30.1585,8.8124,10.2222,4.2681,0.1995,19.4564,25.5184, , 
FORA CN Equity,VERTICALSCOPE HD SUB VOT,30.8259,40.2223,34.7149,38.7313,115.7176,109.3005, , , 
VERT SS Equity,VERTISEIT AB,24.2924,35.1332,34.3994,31.4183,32.4163,18.4176,35.5288,20.1059,4.313
VRV GR Equity,VERVE GROUP SE,39.5922,37.7386,40.3279,40.2478,0,0,12.0329,45.5729,38.7058
VTBAS US Equity,VESTIBLE ASSETS LLC, , , , , , , , , 
VIAOY US Equity,VIA OPTRONICS AG, , ,28.7016,27.9767,21.0212,53.1691,37.861, , 
DSP US Equity,VIANT TECHNOLOGY INC-A,5.9001,6.2814,7.5973,4.4972,17.6266,16.377,76.106, , 
VSAT US Equity,VIASAT INC,46.8606,36.1733,44.8326,41.301,44.9131,36.0852,29.9845,28.7266,39.4526
VIAV US Equity,VIAVI SOLUTIONS INC,38.6742,41.351,39.8545,36.8665,36.227,31.8881,41.1091,44.1317,34.7595
VICR US Equity,VICOR CORP,1.1443,1.3831,1.5755,1.0008,1.1602,1.8174,0,0,0
VID LN Equity,VIDENDUM PLC,54.9524,30.4011,37.7661,35.4115,32.3072,31.8636,27.0456,19.1577,28.5626
VIDE US Equity,VIDEO DISPLAY CORP,49.0399,33.806,17.0039,26.0654,28.1776,8.1593,12.3832,9.9125,2.2438
VCTY US Equity,VIDEOLOCITY INTERNATIONAL, , , , , , , , , 
IMINT SS Equity,VIDHANCE AB,0,0,0,0,0.9523,1.9108,2.6239,4.0213,4.1601
VBIX US Equity,VIEWBIX INC,30.1214,22.8571,15.5821,22.2801,22.2222,0,86.8926,3128.344,763.1249
VCST US Equity,VIEWCAST.COM INC, , , , , , , , , 
VMEO US Equity,VIMEO INC,1.8425,2.1569,3.1901,2.1572,25.9336,37.5838, , , 
VINCIT FH Equity,VINCIT OYJ,0.1383,0.1863,0.2454,0.0007,1.3925,3.527,7.1126,10.8912,11.0082
VQS CN Equity,VIQ SOLUTIONS INC,65.2531,47.0767,27.7405,29.9792,32.723,57.297,45.2917,0.8268,0.5435
VHC US Equity,VIRNETX HOLDING CORP,0,0,0,0,0,0,0,0,0
VRED US Equity,VIRTUAL ED LINK INC, , , , , , , , , 
MLVIR FP Equity,VIRTUALWARE,24.7232,36.306,21.2341,26.1554, , , , , 
V6C GR Equity,VISCOM AG,33.4281,36.0394,32.7428,29.3658,21.9092,19.5973,8.9483,5.0111,5.4219
VSH US Equity,VISHAY INTERTECHNOLOGY INC,24.9383,22.3472,16.4202,16.3422,15.9513,19.158,15.9207,10.7009,11.6
VPG US Equity,VISHAY PRECISION GROUP,12.2783,12.4023,17.8398,19.5857,15.9644,14.3545,8.2955,10.5545,13.3644
VSTCQ US Equity,VISION TECHNOLOGY CORP, , , , , , , , , 
VIZG US Equity,VISIONGLOBAL CORP, , , , , , , , , 
VIS CN Equity,VISIONSTATE CORP,20.6712,63.0033,25.7525,12.1532,26.7298,31.9166,10.8799,364.9328,16.9425
VISM US Equity,VISIUM TECHNOLOGIES INC, , , , , , , , , 
VISL US Equity,VISLINK TECHNOLOGIES INC,3.0789,2.7071,3.1779,3.1797,14.285,9.8416,21.8165,5.5886,10.5885
VIS PZ Equity,VISUM TECHNOLOGIES PLC,0,0,0, , , , , , 
VMSI US Equity,VITA MOBILE SYSTEMS INC, , , , , , , , , 
VHI CN Equity,VITALHUB CORP,0.2938,0.4555,0.8308,1.089,1.5416,10.2579,3.402,2.1184,2.6226
VITA CN Equity,VITALIST INC,668.8579,391.6634, , ,0,0, , , 
VITB SS Equity,VITEC SOFTWARE GROUP AB-B SH,25.227,28.8261,25.7131,23.2892,27.9461,29.4711,30.3914,32.1797,34.9708
OTTV US Equity,VIVA ENTERTAINMENT GROUP INC, , , , , , ,1943.2627,899.3042,594.3065
VG0K GR Equity,VIVANCO GRUPPE AG, ,63.3873,55.8535,56.3769,45.689,33.4092,29.7663,35.8826,37.1531
VNE IM Equity,VNE SPA, ,26.5292,32.0781, , , , , , 
VO2 SS Equity,VO2 CAP HOLDING AB,19.2841,26.593,26.7755,17.6463,6.1815,27.5545,10.3345,7.0323,0
VHAI US Equity,VOCODIA HOLDINGS CORP,186.2975,88.8633,22.6823, , , , , , 
ALVGO FP Equity,VOGO SACA, ,31.2797,36.5552,37.0536,36.167,34.5827,6.4061,37.0047,45.1364
VSST US Equity,VOICE ASSIST INC, , , , , , , , , 
VQLA AV Equity,VOQUZ LABS AG, ,17.0242,4.1772,0,0, , , , 
VJTTY US Equity,VOXELJET AG-ADR, ,49.7652,36.1103,41.2399,50.8839,33.9555,24.7592,26.2192,9.8392
VXTR CN Equity,VOXTUR ANALYTICS CORP,109.769,37.4459,37.1331,9.818,36.2204,33.7369,0.0581,0.172,0.543
VSBY CN Equity,VSBLTY GROUPE TECHNOLOGIES C, ,89.7988,8.9618,10.7359,143.183, ,0, , 
VSEE US Equity,VSEE HEALTH INC, ,0,0,0, , , , , 
VTEX US Equity,VTEX -CLASS A,0.903,1.2007,1.8978,2.2339,8.9364,19.1483, , , 
VBTC US Equity,VUBOTICS INC, , , , , , , , , 
VLAI US Equity,VULCAIN CORP, , , , , , , , , 
VULTS SS Equity,VULTUS AB,0,0,0,36.4621,0, , , , 
VU FP Equity,VUSIONGROUP,9.1505,17.4062,15.3786,16.2635,19.297,19.3408,14.8569,19.1073,13.3252
VUZI US Equity,VUZIX CORP,1.2542,0.3496,0.7227,0.7524,2.8917,7.3689,0,0,6.3391
ALLIX FP Equity,WALLIX GROUP,15.267,15.31,3.8297,5.0501,7.1605,7.0463,2.8994,8.8395,8.8464
WTG PZ Equity,WATCHSTONE GROUP PLC, ,0,0,0,0,0,4.9888,6.1299,4.9272
WAVE FP Equity,WAVESTONE,8.6316,11.0945,13.3491,19.3633,29.3417,23.2732,23.9964,28.5399,31.6341
WAY US Equity,WAYSTAR HOLDING CORP,27.599,49.1766,48.2578,47.7432, , , , , 
WAYS SS Equity,WAYSTREAM GROUP AB,9.8633,9.981,1.5789,2.5331,3.2142,13.1418,21.5276,12.8201,12.9072
WEAV US Equity,WEAVE COMMUNICATIONS INC,29.6714,29.6216,35.3085,13.3573,19.8359,14.3657, , , 
WKYN US Equity,WEBSKY INC, , , , , , , , , 
WBSR US Equity,WEBSTAR TECHNOLOGY GROUP INC,0,0,51.6764,40.6936,35.8552,12.8564,4656.1357,0,0
WSTEP NO Equity,WEBSTEP ASA,27.5041,32.0801,25.8476,23.321,20.0131,19.1629,12.1243,18.1147,50.5693
WGNR US Equity,WEGENER CORP, , , , , , , , , 
WFLD CN Equity,WELLFIELD TECHNOLOGIES INC, , , , , , , , , 
WMGR US Equity,WELLNESS MATRIX GROUP INC, , , , , , , , , 
WNRC US Equity,WENR CORPORATION, , , , , , , , , 
WSTL US Equity,WESTELL TECHNOLOGIES INC-A, ,3.8279,5.0327,12.3496,1.5696,0,0,0,0
WDC US Equity,WESTERN DIGITAL CORP,30.7342,30.1036,27.9485,34.2951,38.2667,39.9014,38.2145,44.0422,51.7132
WSG LN Equity,WESTMINSTER GROUP PLC,27.5155, ,0.8874,0.472,0.7056,37.0958,27.6497,60.633,47.7372
WTRO US Equity,WI-TRON INC, , , , , , , , , 
YTY CN Equity,WI2WI CORP,53.0604,32.1807,29.9567,30.3962,33.7895,33.7756,0,0,0
WIIT IM Equity,WIIT SPA,71.3192,73.6124,70.3655,69.4026,74.7919,51.9287,44.8741,32.5018,60.7171
WRMA US Equity,WIREMEDIA INC, , , , , , , , , 
WIRTEK DC Equity,WIRTEK AS,19.1988,6.8277,9.9483,14.9494,0,0,0,0.1951,0
WIHN SW Equity,WISEKEY INTERNATIONAL HOLDIN,6.5744,16.2423,13.1627,11.4093,23.517,20.7999,39.1789,27.8099,26.5156
WISH CN Equity,WISHPOND TECHNOLOGIES LTD,0,0,0,0,3.7878,16.1075,0, , 
WISR CN Equity,WISR AI SYSTEMS INC, , , , , , , , , 
ALWIT FP Equity,WITBE.NET, ,27.2174,13.894,16.2931,23.8548,8.8691,23.4343,25.0023,15.5629
WITH FH Equity,WITHSECURE OYJ,14.4616,6.6226,5.3729,11.5341,16.7643,18.0184,16.2507,0,0
WITTED FH Equity,WITTED MEGACORP OY,0,0,3.7604,3.4069,0, , , , 
MAPS US Equity,WM TECHNOLOGY INC,16.5468,19.7837,19.784,12.2801,0,0, , , 
WMDH US Equity,WMD HOLDINGS GROUP INC, , , , , , , , , 
WOLF US Equity,WOLFSPEED INC,78.7942,65.3316,27.566,24.6925,25.1037,16.6531,11.0698,5.472,5.7844
WNDR CN Equity,WONDERFI TECHNOLOGIES INC,0.0102,0.049, ,164.3132,0,0,0,0,0
WDAY US Equity,WORKDAY INC-CLASS A,20.028,23.9769,19.9797,25.3879,23.0307,21.8227,30.1441,16.3518,18.0444
WK US Equity,WORKIVA INC,57.9683,65.0758,45.5291,42.9279,46.6201,49.4196,7.9745,12.423,14.7412
WAXS US Equity,WORLD ACCESS INC, , , , , , , , , 
WHEN US Equity,WORLD HEALTH ENERGY HOLDINGS,16.9681,20.7668,21.1708,140.4783,395.6573,177.8192,0,597.8285,715.8
WWRL US Equity,WORLD WIRELESS COMMUNICATION, , , , , , , , , 
WDDD US Equity,WORLDS INC,5110.8989,291.3625,9941.875,272.1817,111.7691,43.5926,35.7056,826.8489,1631.304
WBWB US Equity,WU BA SUPERIOR PRODUCTS HOLD, , , , , , , , , 
WYLD SS Equity,WYLD NETWORKS AB,0,52.8057,12.1529,45.8996,320.7666,0, , , 
WYTC US Equity,WYTEC INTERNATIONAL INC,26.4014,1.7694,22.8029,48.0403,22.5423,32.5134,0,0,0
XFAB FP Equity,X-FAB SILICON FOUNDRIES SE,21.7197,15.3172,23.6599,12.8712,9.151,13.7405,11.4586,15.7932,27.6792
XAR LN Equity,XAAR PLC,8.0373,10.3767,11.0357,12.588,3.5068,4.501,0.0889,0.0984,0.1622
XCLL US Equity,XCELMOBILITY INC, , , , , , , , , 
XCYT CN Equity,XCYTE DIGITAL CORP, ,66.0098,0,0,0, , , , 
XRX US Equity,XEROX HOLDINGS CORP,42.8811,34.5624,34.2632,34.2509,32.4062,30.7636,35.162,34.598,34.9897
XIGM CN Equity,XIGEM TECHNOLOGIES CORP,0,0,0,5.8331,0,0,366.3379, , 
XMR SS Equity,XMREALITY AB,6.2086,12.1216,0,0,0.7997,2.5703,2.588,3.3877,8.1591
XPER US Equity,XPERI INC,12.7718,14.1557,14.9083,5.1877,5.7167, , , , 
XPLRA NO Equity,XPLORA TECHNOLOGIES AS,15.4981,10.113,3.031,5.1766,5.2363,19.3254,80.5555, , 
XMSP US Equity,XSTREAM MOBILE SOLUTIONS COR, , , , , , , , , 
XCOMQ US Equity,XTERA COMMUNICATIONS INC, , , , , , , , , 
XTRA CN Equity,XTRACT ONE TECHNOLOGIES INC,1.5272,1.8782,3.7505,1.9959,1.5352,0,0,0, 
XYLB US Equity,XY LABS INC-CL A, , , , , , , , , 
YEXT US Equity,YEXT INC,20.9037,22.6609,21.3789,23.1127,21.9699,0,0,5.7827,0
YNV CN Equity,YNVISIBLE INTERACTIVE INC,3.2932,3.9795,2.1059,1.8403,12.4591,15.923,0,0,0
YQAID US Equity,YOUNEEQAI TECHNICAL SERVICES, , , , , , , , , 
YUBICO SS Equity,YUBICO AB,0,2.6464,4.635,0,0, , , , 
ZNAE US Equity,ZANE INTERACTIVE PUBLISHING, , , , , , , , , 
ZPTA US Equity,ZAPATA COMPUTING HOLDINGS IN, ,0,0,0, , , , , 
ZBRA US Equity,ZEBRA TECHNOLOGIES CORP-CL A,29.6436,33.0413,29.2071,18.4232,26.1209,29.845,36.6674,52.0936,57.1675
ZDGE US Equity,ZEDGE INC-CL B,0.5315,4.9796,3.5203,0.6164,4.2815,0,0,0,0
ZENA US Equity,ZENATECH INC,0.9699,2.2959,0.999, , , , , , 
ZDEC US Equity,ZENOVIA DIGITAL EXCHANGE COR, , , , , , , , , 
ZRFY US Equity,ZERIFY INC, , ,2086.5815,261.4286,1488.0319,1698.4709,3544.624,786.7383,426.2282
ZETA US Equity,ZETA GLOBAL HOLDINGS CORP-A,18.6308,33.4379,39.4324,46.2193,66.26,58.4403, , , 
ZEU CN Equity,ZEU TECHNOLOGIES INC, ,2090.6558, ,93.8125,47626.1797,104.4946, , , 
ZIMCF US Equity,ZIM CORP, , , ,1.4003, , , , , 
ZONE CN Equity,ZONETAIL INC, , , ,17.8487, ,237.0388,0, , 
ZOO LN Equity,ZOO DIGITAL GROUP PLC,11.2104,13.5039,15.8959,23.3924,28.4048,23.0581,24.2995,48.5273,56.379
ZM US Equity,ZOOM COMMUNICATIONS INC,0.7347,1.187,1.4,2.0011,5.6183,0,0, , 
GTM US Equity,ZOOMINFO TECHNOLOGIES INC,21.818,19.8725,18.4112,19.1583,33.7071,79.9027,107.225, , 
ZMD/H CN Equity,ZOOMMED INC, ,0,65.9843, , , , ,156.3028,17.3365
ZVOI US Equity,ZOVIO INC, , , ,2.684,11.8408,11.9062,3.2038,0,0
ZRCN US Equity,ZRCN INC, , , , , , , , , 
ZS US Equity,ZSCALER INC,26.3119,33.5487,36.9165,42.7264,49.3733,0,0,0,0
ZSPC US Equity,ZSPACE INC,88.3461,101.6105,244.3981, , , , , , 
ZULU US Equity,ZULU TEK INC, , , , , , , , , 
ZVLO US Equity,ZVELO INC, , , , , , , , , 
